ccode,cnumber,cname,credit_hours,lecture_hours,lab_hours,description,prereqs,
PHIL,485,DIRECTED STUDIES,3,null,null,null,null,
PHIL,489,SPTP: COMPARATIVE PHILOSOPHY,3,null,null,null,null,
PHIL,491,RESEARCH,0,null,null,null,null,
PHIL,641,MATHEMATICAL LOGIC I,3,null,null,null,null,
PHIL,661,SEM IN HISTORY OF PHIL,3,null,null,null,null,
PHIL,662,SEM ETHICS & VALUE THEOR,3,null,null,null,null,
PHIL,682,PHILOSOPHICAL AUTHORS,3,null,null,null,null,
PHIL,685,DIRECTED STUDIES,1,null,null,null,null,
PHIL,691,RESEARCH,1,null,null,null,null,
PHLT,266,FIRST GENERATION SCHOLARS II,1,null,null,null,null,
PHLT,301,PUBLIC HLTH CONCEPTS,1,null,null,null,null,
PHLT,302,FOUNDATIONS PUBLIC HEALTH,3,null,null,null,null,
PHLT,303,SOCIAL CONTEXT POPULATION,3,null,null,null,null,
PHLT,304,BIO BASIS PHLT DISEAS & D,3,null,null,null,null,
PHLT,305,EPIDEMIOLOGY PUBLIC HEALTH,3,null,null,null,null,
PHLT,307,PUBLIC HLTH GLOBAL CONTEXT,3,null,null,null,null,
PHLT,309,POPULATION HLTH PROMOTION,3,null,null,null,null,
PHLT,310,PUBLIC HEALTH WRITING,1,null,null,null,null,
PHLT,311,NARRATIVE APPROACH PUBLIC HLTH,1,null,null,null,null,
PHLT,313,HLTH CARE PUBLIC HLTH SYSTEMS,3,null,null,null,null,
PHLT,314,PUB HLTH DATA MGT ASSMNT I,2,null,null,null,null,
PHLT,315,PUB HLTH DATA MGT ASSMNT II,2,null,null,null,null,
PHLT,316,PUBLIC HLTH DATA MGMT & ASMT,3,null,null,null,null,
PHLT,330,ENV & PUBLIC HEALTH,3,null,null,null,null,
PHLT,331,OCC SAFETY & HLTH 1,3,null,null,null,null,
PHLT,333,ACCIDENT INVESTIGATION,3,null,null,null,null,
PHLT,336,HLTH DSPARTIES & DVRSTY IN SOC,3,null,null,null,null,
PHLT,342,HUMAN SEXUALITY,3,null,null,null,null,
PHLT,354,MED TERM FOR HLTH PROF,3,null,null,null,null,
PHLT,360,WOMENS HEALTH,3,null,null,null,null,
PHLT,363,SPIRITUALITY & HEALTH,3,null,null,null,null,
PHLT,370, BROAD STRT LRNING COMM II,3,null,null,null,null,
PHLT,410,PUBLIC HEALTH COMM,3,null,null,null,null,
PHLT,411,PROJECT MGMT PUBLIC HEALTH,3,null,null,null,null,
PHLT,412,HEALTH ADVOCACY & POLICY,3,null,null,null,null,
PHLT,415,EMERG MGMT PUBLIC HEALTH,3,null,null,null,null,
PHLT,426,BUSN HLTHCARE,3,null,null,null,null,
PHLT,434,PROJECT COST BENEFIT AND ECON,3,null,null,null,null,
PHLT,441,STRAT POP HEALTH IMPROVMNT,3,null,null,null,null,
PHLT,445,APPLICATION OF PUBLC HLTH,3,null,null,null,null,
PHLT,485,DIRECTED STUDIES,1,null,null,null,null,
PHLT,489,SPTP: APLD PHLT PRC LOCAL CNTX,3,null,null,null,null,
PHLT,491,RESEARCH,0,null,null,null,null,
PHPM,614,STRATEGIC PLNG AND MKTG,3,null,null,null,null,
PHPM,617,QUALITY AND PROCESS IMPRVMNT,3,null,null,null,null,
PHPM,619,ORGANIZATIONAL THEORY,3,null,null,null,null,
PHPM,623,HEALTH CARE FINANCIAL MGMT I,3,null,null,null,null,
PHPM,625,MGMT STRAT PRIN PUBL HLTH ORG,3,null,null,null,null,
PHPM,631,HLTH INFO MGMT SYSTEMS,3,null,null,null,null,
PHPM,633,HEALTH LAW  ETHICS,3,null,null,null,null,
PHPM,636,PROJ MGMT IN HLTH SYS,3,null,null,null,null,
PHPM,637,POLITICAL FNDT PUBLIC HEALTH,3,null,null,null,null,
PHPM,638,GLOBAL HLTH SYS: DESIGN & ANLY,3,null,null,null,null,
PHPM,639,GLOBAL HEALTH,3,null,null,null,null,
PHPM,640,HEALTH POLICY POLITICS,3,null,null,null,null,
PHPM,641,ADV HLTH PLCY,3,null,null,null,null,
PHPM,654,HLTH INS.  MANAGED CARE,3,null,null,null,null,
PHPM,655,SURV DSGN PUBL HLTH RES PRAC,3,null,null,null,null,
PHPM,680,HEALTH SYSTEMS LEADERSHIP,3,null,null,null,null,
PHPM,681,SEMINAR,1,null,null,null,null,
PHPM,686,DIRECTED RESEARCH,1,null,null,null,null,
PHPM,691,RESEARCH,1,null,null,null,null,
PHPM,791,DOCTORAL CAPSTONE,1,null,null,null,null,
PHSC,611,DRUG DELVERY & FORMULATIONS,4,null,null,null,null,
PHSC,613,LABORATORY ROTATIONS,3,null,null,null,null,
PHSC,621,BIOSTATISTICS,3,null,null,null,null,
PHSC,681,SEMINAR,1,null,null,null,null,
PHSC,689,SPTP: ADV. PHARMACOLOGY II,3,null,null,null,null,
PHSC,691,RESEARCH,5,null,null,null,null,
PHSC,752,NANOTECH FOR BIOMED APPLS,3,null,null,null,null,
PHYS,102,FRESHMAN PHYS ORIENT II,1,null,null,null,null,
PHYS,109,BIG BANG & BLACK HOLES,3,null,null,null,null,
PHYS,123,PHYSICS FOR FUTURE PRESIDENTS,3,null,null,null,null,
PHYS,201,COLLEGE PHYSICS,4,null,null,null,null,
PHYS,202,COLLEGE PHYSICS,4,null,null,null,null,
PHYS,206,NEWTONIAN MECH ENGR & SCI,3,null,null,null,null,
PHYS,207,ELEC & MAGNETISM ENGR & SCI,3,null,null,null,null,
PHYS,216,EX PHYS ENGR LAB II MECHAN,2,null,null,null,null,
PHYS,217,EX PHYS ENGR LAB III ELEC MAGN,2,null,null,null,null,
PHYS,221,OPTICS&THERMAL PHYSICS,3,null,null,null,null,
PHYS,222,MODERN PHYS FOR ENGRS,3,null,null,null,null,
PHYS,225,ELECTRONIC CIRCUITS,3,null,null,null,null,
PHYS,226,PHYSICS OF MOTION LAB,1,null,null,null,null,
PHYS,227,ELECTRICITY & MAGNETISM LAB,1,null,null,null,null,
PHYS,285,DIRECTED STUDIES,1,null,null,null,null,
PHYS,291,RESEARCH,0,null,null,null,null,
PHYS,303,ADVANCED MECHANICS II,3,null,null,null,null,
PHYS,305,ADV ELECT AND MAG II,3,null,null,null,null,
PHYS,309,MODERN PHYSICS,3,null,null,null,null,
PHYS,327,EXPERIMENTAL PHYSICS I,2,null,null,null,null,
PHYS,328,EXPERIMENTAL PHYSICS II,1,null,null,null,null,
PHYS,331,THEOR METH PHYSICISTS I,3,null,null,null,null,
PHYS,401,COMPUTATIONAL PHYSICS,3,null,null,null,null,
PHYS,412,QUANTUM MECHANICS I,3,null,null,null,null,
PHYS,419,PHYSICS OF OPTOELEC DEVICES,3,null,null,null,null,
PHYS,425,PHYSICS LABORATORY,2,null,null,null,null,
PHYS,485,DIRECTED STUDIES,1,null,null,null,null,
PHYS,491,RESEARCH,0,null,null,null,null,
PHYS,601,ANALYTICAL MECHANICS,3,null,null,null,null,
PHYS,603,ELECTROMAGNETIC THEORY,3,null,null,null,null,
PHYS,606,QUANTUM MECHANICS,3,null,null,null,null,
PHYS,607,STATISTICAL MECHANICS,3,null,null,null,null,
PHYS,617,PHYS OF SOLID STATE,3,null,null,null,null,
PHYS,619,MOD COMPUTATIONAL PHYS,3,null,null,null,null,
PHYS,624,QUANTUM MECHANICS,3,null,null,null,null,
PHYS,641,EXTRAGALACTIC ASTRONOMY,3,null,null,null,null,
PHYS,644,COSMOLOGY,3,null,null,null,null,
PHYS,648,QUANTUM OPT LASER PHYS,3,null,null,null,null,
PHYS,649,PHYSICS OF OPTOELEC DEVICES,3,null,null,null,null,
PHYS,666,SCI INSTRUMENT MAKING,3,null,null,null,null,
PHYS,681,SEMINAR,1,null,null,null,null,
PHYS,685,DIRECTED STUDIES,1,null,null,null,null,
PHYS,689,SPTP: MOD TOOLS PART PH ASTR,3,null,null,null,null,
PHYS,691,RESEARCH,1,null,null,null,null,
PLAN,613,PLAN METH & TECHNIQUES,3,null,null,null,null,
PLAN,625,GIS IN LANDSCP&URBN PLAN,3,null,null,null,null,
PLAN,626,ADV GIS LAND ARCH PLAN,3,null,null,null,null,
PLAN,632,DESIGN FOR ACTIVE LIVING,3,null,null,null,null,
PLAN,635,CONCEPTS OF ECO PLAN DSN,3,null,null,null,null,
PLAN,640,LAW & LEGIS RELA TO PL,3,null,null,null,null,
PLAN,642,PLAN COAST SUSTAIN RESIL,3,null,null,null,null,
PLAN,650,DISASTER RESP PLANNING,3,null,null,null,null,
PLAN,656,HOUSING AND COMMMUNITY,3,null,null,null,null,
PLAN,658,PLAN IMPLEMENTATION,3,null,null,null,null,
PLAN,662,APPLIED PLANNING I,3,null,null,null,null,
PLAN,667,SITE PLANNING,3,null,null,null,null,
PLAN,673,DESIGN SUSTAIN TRANSPORT,3,null,null,null,null,
PLAN,678,APPLIED TRANS STUDIO,3,null,null,null,null,
PLAN,684,PROFESS INTERNSHIP,1,null,null,null,null,
PLAN,685,DIRECTED STUDIES,1,null,null,null,null,
PLAN,693,PROFESSIONAL STUDY CR,1,null,null,null,null,
PLPA,301,PLANT PATHOLOGY,3,null,null,null,null,
PLPA,303,PLANT PATHOLOGY LAB,1,null,null,null,null,
PLPA,604,PLANT BACTERIAL DISEASES,1,null,null,null,null,
PLPA,605,MOLECULAR PLANT VIROLOGY,1,null,null,null,null,
PLPA,606,FUNGAL BIOLOGY,1,null,null,null,null,
PLPA,607,PATHOGEN STRATEGIES,2,null,null,null,null,
PLPA,610,HOST PLANT RESISTANCE,3,null,null,null,null,
PLPA,681,SEMINAR,1,null,null,null,null,
PLPA,690,THEORY OF RESEARCH,1,null,null,null,null,
PLPA,691,RESEARCH,1,null,null,null,null,
POLS,200,FOUNDATIONS OF POLS,3,null,null,null,null,
POLS,203,INTR TO POLITICAL THEORY,3,null,null,null,null,
POLS,206,AMER NATNL GOVT,3,null,null,null,null,
POLS,207,STATE & LOCAL GOVT,3,null,null,null,null,
POLS,209,INTRO TO POLS RES METH,3,null,null,null,null,
POLS,229,COMPARATIVE POLITICS,3,null,null,null,null,
POLS,231,INTRO WORLD POLITICS,3,null,null,null,null,
POLS,233,POLITICS AND POLICY IN THE US,3,null,null,null,null,
POLS,302,MASS MEDIA & POLITICS,3,null,null,null,null,
POLS,306,CONT POL PROB & ISSUES,3,null,null,null,null,
POLS,308,GAME THEORETIC METHODS IN POLS,3,null,null,null,null,
POLS,309,POLIMETRICS,3,null,null,null,null,
POLS,312,ETHNIC CONFLICT,3,null,null,null,null,
POLS,314,INTEREST GROUPS,3,null,null,null,null,
POLS,315,POLITICAL PARTIES,3,null,null,null,null,
POLS,322,W EUROPEAN GOVT & POL,3,null,null,null,null,
POLS,326,GOVT POLIT EASTERN EUROP,3,null,null,null,null,
POLS,328,GLOBALIZATION &DEMOCRACY,3,null,null,null,null,
POLS,340,PUBLIC ADMINISTRATION,3,null,null,null,null,
POLS,350,MOD POLITICAL THOUGHT,3,null,null,null,null,
POLS,353,CONST RTS & LIBERTIES,3,null,null,null,null,
POLS,412,INTL POLITICAL ECONOMY,3,null,null,null,null,
POLS,415,CONT ISSUES AMER FOR P,3,null,null,null,null,
POLS,420,NUCLEAR POLITICS,3,null,null,null,null,
POLS,424,COMP GOVT INSTITUTIONS,3,null,null,null,null,
POLS,429,ISSUES IN WORLD POLTCS,3,null,null,null,null,
POLS,432,POLITICS OF EUROP UNION,3,null,null,null,null,
POLS,447,NATL SECURITY POLICY,3,null,null,null,null,
POLS,475,GOVT & THE ECONOMY,3,null,null,null,null,
POLS,484,INTERNSHIP,0,null,null,null,null,
POLS,485,DIRECTED STUDIES,0,null,null,null,null,
POLS,489,SPTP: MORALITY AND POLITICS,3,null,null,null,null,
POLS,491,RESEARCH,0,null,null,null,null,
POLS,603,QUANT POL ANALY II,3,null,null,null,null,
POLS,604,CONCEPT THEORY POL ANL,3,null,null,null,null,
POLS,607,ADV RESEARCH METHODS II,3,null,null,null,null,
POLS,612,SEMINAR POLITICAL INSTITUTIONS,3,null,null,null,null,
POLS,621,THRY & METHOD IN CMP POL,3,null,null,null,null,
POLS,626,COMPARATIVE POL INSTITUTIONS,3,null,null,null,null,
POLS,631,CONFLICT STUDIES,3,null,null,null,null,
POLS,640,PUBLIC ADMIN & PUBLIC POLICY,3,null,null,null,null,
POLS,661,DIVERSITY IN POLITICS,3,null,null,null,null,
POLS,671,AMERICAN POL BEHAVIOR,3,null,null,null,null,
POLS,681,SEMINAR,1,null,null,null,null,
POLS,685,DIRECTED STUDIES,1,null,null,null,null,
POLS,691,RESEARCH,1,null,null,null,null,
POSC,201,GENERAL AVIAN SCIENCE,3,null,null,null,null,
POSC,302,AVIAN SCIENCE LABORATORY,1,null,null,null,null,
POSC,304,JUDGING,3,null,null,null,null,
POSC,308,AVIAN ANATOMY & PHYSIO,3,null,null,null,null,
POSC,309,POULTRY MEAT PRODUCTION,4,null,null,null,null,
POSC,326,COMMERCIAL EGG INDUS,3,null,null,null,null,
POSC,381,PROFES DEVLOP IN POUL SC,2,null,null,null,null,
POSC,406,POULTRY FURTHER PROCESSING,4,null,null,null,null,
POSC,412,POUL FEED FORMULATION,1,null,null,null,null,
POSC,429,ADV FOOD BACTERIOLOGY,4,null,null,null,null,
POSC,444,INTL POULTRY PRODUCTION: MEX,3,null,null,null,null,
POSC,454,ANIMAL WELFARE,3,null,null,null,null,
POSC,485,DIRECTED STUDIES,1,null,null,null,null,
POSC,491,RESEARCH,0,null,null,null,null,
POSC,609,AVIAN PHYSIOLOGY,3,null,null,null,null,
POSC,628,ADV POULT MEAT FURTHER PROCESS,3,null,null,null,null,
POSC,630,APPLIED ANIMAL GENOMICS,3,null,null,null,null,
POSC,634,DISEASES OF POULTRY,3,null,null,null,null,
POSC,654,ANIMAL WELFARE,3,null,null,null,null,
POSC,681,SEMINAR,0,null,null,null,null,
POSC,685,DIRECTED STUDIES,1,null,null,null,null,
POSC,689,SPTP: APPLIED AI IN LIVESTOCK,3,null,null,null,null,
POSC,691,RESEARCH,1,null,null,null,null,
PROS,600,MOCK BOARD EXAMINATION I,0,null,null,null,null,
PROS,601,MOCK BOARD EXAMINATION II,0,null,null,null,null,
PROS,602,MOCK BOARD EXAMINATION III,0,null,null,null,null,
PROS,605,JOURNAL CLUB III,0,null,null,null,null,
PROS,608,JOURNAL CLUB VI,0,null,null,null,null,
PROS,611,JOURNAL CLUB IX,0,null,null,null,null,
PROS,614,TREATMT PLAN CLIN REVIEW III,0,null,null,null,null,
PROS,617,TREATMT PLAN CLIN REVIEW VI,0,null,null,null,null,
PROS,620,TREATMT PLAN CLIN REVIEW IX,0,null,null,null,null,
PROS,622,INTERDISCIP CONFERENCES II,0,null,null,null,null,
PROS,624,INTERDISCIP CONFERENCES IV,0,null,null,null,null,
PROS,626,INTERDISCIP CONFERENCES VI,0,null,null,null,null,
PROS,629,PROS TOPIC LIT REVIEW III,0.5,null,null,null,null,
PROS,632,PROS TOPIC LIT REVIEW VI,1,null,null,null,null,
PROS,635,PROS TOPIC LIT REVIEW IX,1,null,null,null,null,
PROS,637,ADV PROS CONCEPT TECHNIQUES II,1,null,null,null,null,
PROS,639,RELATED DISCIPLINE SEMINARS II,1,null,null,null,null,
PROS,640,RELATED DISCIPLINE SEMINAR III,1,null,null,null,null,
PROS,641,RELATED DISCIPLINE SEMINARS IV,1,null,null,null,null,
PROS,645,ADV IMPLANT CONCPT TECHNIQUE,1.5,null,null,null,null,
PROS,649,OCCLUSAL CONCEPT TECHNIQUES II,1.5,null,null,null,null,
PROS,653,CLINICAL PROSTHODONTICS II,3,null,null,null,null,
PROS,656,ADV CLIN PROSTHODONTICS III,4,null,null,null,null,
PROS,659,ADV CLINICAL PROSTHODONTICS VI,5,null,null,null,null,
PROS,691,RESEARCH,0,null,null,null,null,
PSAA,210,INTEGRATED SOLUTION PUBL PROBS,3,null,null,null,null,
PSAA,272,INTRO NATL DEFENSE & HL SECTY,3,null,null,null,null,
PSAA,360,THE NONPROFIT SECTOR,3,null,null,null,null,
PSAA,364,FUNDRAISING & PHILANTHROPY,3,null,null,null,null,
PSAA,372,EMERGENCY MGMT ENTERPRISE,3,null,null,null,null,
PSAA,489,SPTP: LEADERSHIP IN PUBLIC SER,3,null,null,null,null,
PSAA,601,FOUNDATIONS OF PUB SERV,3,null,null,null,null,
PSAA,604,EMRGNCY MGMT & HMLND SEC,3,null,null,null,null,
PSAA,605,HOMELAND SEC POL STRAT,3,null,null,null,null,
PSAA,608,CYBERSEC POLICY ISSUES & OPS,3,null,null,null,null,
PSAA,611,PUB POLICY FORMATION,3,null,null,null,null,
PSAA,617,U.S. STATE AND LOCAL GOVT,3,null,null,null,null,
PSAA,618,EDUCATION POLICY,3,null,null,null,null,
PSAA,621,ECONOMIC ANALYSIS,3,null,null,null,null,
PSAA,622,PUBLIC FINANCE,3,null,null,null,null,
PSAA,623,BUDGETING IN PUBLIC SERV,3,null,null,null,null,
PSAA,626,CONTRACT MANAGEMENT,3,null,null,null,null,
PSAA,627,LOCAL ECONOMIC DEVELOPMENT,3,null,null,null,null,
PSAA,630,PROG EVAL IN PUB & NPROF,3,null,null,null,null,
PSAA,631,MARKETING FOR NONPROFITS,3,null,null,null,null,
PSAA,632,FISCAL MGMT NONPROFITS,3,null,null,null,null,
PSAA,633,PHILANTHROPY IN NONPROF,3,null,null,null,null,
PSAA,634,PUBLIC MANAGEMENT,3,null,null,null,null,
PSAA,635,SOCL WELFARE & HLTH POL,3,null,null,null,null,
PSAA,636,GRNT & PROJECT MGMT PUBL,3,null,null,null,null,
PSAA,640,ENERGY POLICY & SECURITY,3,null,null,null,null,
PSAA,642,ETHICS AND PUB POLICY,3,null,null,null,null,
PSAA,643,FOUND OF NON-PROFIT SECT,3,null,null,null,null,
PSAA,644,MGMT & LDR OF N-PRFT ORG,3,null,null,null,null,
PSAA,649,VOLNTEER & HR IN NONPROF,3,null,null,null,null,
PSAA,650,SOC INNOVATN & ENTREPREN,3,null,null,null,null,
PSAA,651,HMLND SEC & HMLND DEF,3,null,null,null,null,
PSAA,652,PROT NATIONS CRIT INFRA,3,null,null,null,null,
PSAA,654,US BORDER SECURITY,3,null,null,null,null,
PSAA,655,DOMESTIC INTEL OPER,3,null,null,null,null,
PSAA,656,FUND HOMELAND SECURITY,3,null,null,null,null,
PSAA,657,TERRORISM IN TODAYS WORLD,3,null,null,null,null,
PSAA,658,DISASTER RECOV BUSI CONTINUITY,3,null,null,null,null,
PSAA,660,DOMESTIC TERRORISM,3,null,null,null,null,
PSAA,675,PUB SERV ADMIN CAPSTNE I,3,null,null,null,null,
PSAA,676,PUB SERV ADMN CAPSTNE II,3,null,null,null,null,
PSAA,685,DIRECTED STUDIES,3,null,null,null,null,
PSAA,689,SPTP: CLIMATE & SUSTAINABILITY,3,null,null,null,null,
PVFA,240,ARCHIV & DOCUM PERF & VIS ART,3,null,null,null,null,
PVFA,685,DIRECTED STUDIES,2,null,null,null,null,
RDNG,351,FND SKILLS DECODING ELEM STUD,3,null,null,null,null,
RDNG,371,MLTCTRL INTRDSP LIT MIDG,3,null,null,null,null,
RDNG,372,RDNG WRTNG IN MIDG CURR,3,null,null,null,null,
RDNG,373,FND SKILLS LANG COMP ELEM STUD,3,null,null,null,null,
RDNG,465,RDNG IN MID/SEC GRADES,3,null,null,null,null,
RDNG,467,RDNG & LANGUAGE ARTS,3,null,null,null,null,
RDNG,468,ESSEN FOUND LANG LITERACY,3,null,null,null,null,
RDNG,470,RDNG/LANG ART MTHDS MIDG,3,null,null,null,null,
RDNG,473,ASSESSMENT IN RDNG,3,null,null,null,null,
RDNG,490,ASSESS IN RDNG INST MIDG,3,null,null,null,null,
RDNG,603,ADV LIT TCH LRN ACROSS DISC,3,null,null,null,null,
RDNG,605,PRACTM LITERACY INTERVENTION,3,null,null,null,null,
RDNG,609,FOUNDATIONS RDNG INST,3,null,null,null,null,
RDNG,630,WRITE DEV ASSESS INSTR,3,null,null,null,null,
RDNG,634,RDNG RESEARCH TRENDS,3,null,null,null,null,
RELS,200,RELIGIONS OF THE WORLD,3,null,null,null,null,
RELS,222,HIST OF CHRISTIANITY II,3,null,null,null,null,
RELS,257,COMMUNICATION RELIGION ARTS,3,null,null,null,null,
RELS,304,ASIAN RELIGIONS,3,null,null,null,null,
RELS,312,CONTEMPLATION MOD WORLD,3,null,null,null,null,
RELS,317,INTRO BIBLICAL ARCHAEOL,3,null,null,null,null,
RELS,347,RISE OF ISLAM 600-1258,3,null,null,null,null,
RELS,350,RELIGIONS UTOPIAS HAPPINESS,3,null,null,null,null,
RELS,367,CHRISTIANITY & AMER IDENTITY,3,null,null,null,null,
RELS,436,ANCIENT EGYPT,3,null,null,null,null,
RELS,480,RELIGIOUS COMMUNICATION,3,null,null,null,null,
RELS,484,INTERNSHIP,0,null,null,null,null,
RPTS,491,RESEARCH,1,null,null,null,null,
RPTS,671,EFFECTIVE SKILLS FOR YOUTH DEV,3,null,null,null,null,
RUSS,102,BEGINNING RUSSIAN II,4,null,null,null,null,
RUSS,201,INTERMEDIATE RUSS I,3,null,null,null,null,
RUSS,202,INTERMEDIATE RUSS II,3,null,null,null,null,
RUSS,211,RUSS CONVERSATION,3,null,null,null,null,
RUSS,302,ADV GRAMMAR & COMP II,3,null,null,null,null,
RUSS,410,SEMINAR RUSSIAN STUDIES,3,null,null,null,null,
RUSS,442,RUSSIAN NOVEL II,3,null,null,null,null,
RWFM,101,EXPLORE RANGE WILD & FISH MGMT,1,null,null,null,null,
RWFM,202,CONCEPTS IN APPL PLANT BIOLOGY,3,null,null,null,null,
RWFM,301,WILDLAND WATERSHED MGMT,3,null,null,null,null,
RWFM,305,PRIN & PRAC WLDLF & FISH MGMT,3,null,null,null,null,
RWFM,308,FISH & WLFE LAWS & ADM,3,null,null,null,null,
RWFM,309,WILDLIFE DISEASES,3,null,null,null,null,
RWFM,313,VEG SAMPLE METH & DESIGN,3,null,null,null,null,
RWFM,314,PRIN RANGE MGMT WORLD,3,null,null,null,null,
RWFM,317,VEGETATION MANAGEMENT,3,null,null,null,null,
RWFM,321,COMM NATURAL RESOURCES,3,null,null,null,null,
RWFM,330,CONS PRINC & ROLE HUNTING,3,null,null,null,null,
RWFM,336,RES METHD HUMAN DIM NAT RES,3,null,null,null,null,
RWFM,345,HUMAN DIM NAT RES MGMT & POL,3,null,null,null,null,
RWFM,346,PARK ECOLOGY & MGMT,3,null,null,null,null,
RWFM,349,RANGE & WILDLIFE ANIMAL NUTR,3,null,null,null,null,
RWFM,350,WILDLIFE & FISH POP DYNAMICS,3,null,null,null,null,
RWFM,351,GEOG INFO SYS RES MGMT,3,null,null,null,null,
RWFM,371,FISH & SMALL IMPOUNDMENT MGMT,3,null,null,null,null,
RWFM,375,CONSERVATION NAT RESOURCES,3,null,null,null,null,
RWFM,400,STUDY ABROAD NATURAL RES: AUS,6,null,null,null,null,
RWFM,404,AQUATIC ECOSYSTEMS,3,null,null,null,null,
RWFM,408,TECHNQS OF WLDLFE MGMT,3,null,null,null,null,
RWFM,420,ECOLOGY AND SOCIETY,3,null,null,null,null,
RWFM,436,NATURAL RESOURCES POLICY,3,null,null,null,null,
RWFM,443,AQUACULTURE PROD & HATCHR MGMT,3,null,null,null,null,
RWFM,445,FISH HEALTH & DISEASES,3,null,null,null,null,
RWFM,470,ENVIR IMPACT ASSESSMENT,3,null,null,null,null,
RWFM,481,SENIOR SEMINAR,1,null,null,null,null,
RWFM,484,INTERNSHIP,0,null,null,null,null,
RWFM,485,DIRECTED STUDIES,1,null,null,null,null,
RWFM,491,RESEARCH,0,null,null,null,null,
RWFM,601,WILDLAND WATERSHED MGMT,3,null,null,null,null,
RWFM,608,TECHNQS OF WILDLIFE MGMT,3,null,null,null,null,
RWFM,609,WILDLIFE DISEASES,3,null,null,null,null,
RWFM,616,INVASIVE SPECIES ECOL & MGMT,3,null,null,null,null,
RWFM,620,ECOLOGY AND SOCIETY,3,null,null,null,null,
RWFM,621,COMM NATURAL RESOURCES,3,null,null,null,null,
RWFM,630,CONS PRINC & ROLE HUNTING,3,null,null,null,null,
RWFM,633,AQUACULTURE,4,null,null,null,null,
RWFM,642,FIELD MILITARY LAND MGMT,1,null,null,null,null,
RWFM,643,WILDLIFE NAT RESOURCE POLICY,3,null,null,null,null,
RWFM,645,FISH HEALTH & DISEASES,3,null,null,null,null,
RWFM,649,NUTRITION RANGE & WILD ANIMALS,3,null,null,null,null,
RWFM,670,ENV IMPACT ASSESSMENT,3,null,null,null,null,
RWFM,671,FISH & SMALL IMPOUNDMENT MGMT,3,null,null,null,null,
RWFM,681,SEMINAR,1,null,null,null,null,
RWFM,684,PROF INTERNSHIP,1,null,null,null,null,
RWFM,685,DIRECTED STUDIES,1,null,null,null,null,
RWFM,689,SPTP: FISH & WILDLIFE ECONOMIC,3,null,null,null,null,
RWFM,691,RESEARCH: IN-AB,1,null,null,null,null,
SABR,300,STUDY ABROAD,1,null,null,null,null,
SCMT,300,BUSINESS COMM I,1,null,null,null,null,
SCMT,335,SOURCING AND PROCUREMENT,3,null,null,null,null,
SCMT,336,DATA ANALYTICS OPTIMIZATION,3,null,null,null,null,
SCMT,340,MANG LOGIS & SUPP CHAIN OPS,3,null,null,null,null,
SCMT,345,BUSINESS PROCESS DESIGN,3,null,null,null,null,
SCMT,361,OPERATIONS PLAN & CTRL,3,null,null,null,null,
SCMT,364,OPERATIONS MANAGEMENT,3,null,null,null,null,
SCMT,375,SUPPLY CHAIN SECURITY,3,null,null,null,null,
SCMT,380,LEAN BUSINESS SYSTEMS,3,null,null,null,null,
SCMT,390,BLOCKCHAIN & AI BUS TRANSFORM,3,null,null,null,null,
SCMT,455,CYBERSECURITY MANAGEMENT,3,null,null,null,null,
SCMT,465,INFO SUPPLY CHAIN MGMT,3,null,null,null,null,
SCMT,468,ENTERPRISE RESOURCE PLAN,3,null,null,null,null,
SCMT,469,TRANSPORTATION MGMT SYSTEMS,3,null,null,null,null,
SCMT,485,DIRECTED STUDIES,1,null,null,null,null,
SCMT,489,SPTP: ENERGY INDUSTRY TRANS,3,null,null,null,null,
SCMT,635,SOURCING & PROCUREMENT MGMT,3,null,null,null,null,
SCMT,640,GLOBAL SUPPLY CHAIN & LOGISTIC,3,null,null,null,null,
SCMT,680,PRACTICAL LEAN BUSINESS SYSTEM,3,null,null,null,null,
SCMT,685,DIRECTED STUDIES,1,null,null,null,null,
SCMT,689,SPTP: BUSINESS PROCESS SC INNO,3,null,null,null,null,
SCMT,691,RESEARCH,1,null,null,null,null,
SCMT,705,GLOBAL OPERATIONS,2,null,null,null,null,
SCSC,105,WORLD FOOD & FIBER CROPS,3,null,null,null,null,
SCSC,291,RESEARCH,1,null,null,null,null,
SCSC,301,SOIL SCIENCE,4,null,null,null,null,
SCSC,302,RECREATIONAL TURF,3,null,null,null,null,
SCSC,304,PLANT BREEDING & GENETICS,3,null,null,null,null,
SCSC,307,CROP BIOL AND PHYSIOLOGY,4,null,null,null,null,
SCSC,309,WATER IN SOIL AND PLANTS,3,null,null,null,null,
SCSC,310,SL MORPHOLOGY & INTRPT,3,null,null,null,null,
SCSC,405,SOIL WATER MICROBIOLOGY,3,null,null,null,null,
SCSC,410,INTL AG SYSTEMS,3,null,null,null,null,
SCSC,411,BIOTECH CROP IMPROVEMENT,3,null,null,null,null,
SCSC,420,BRAZIL AGRIC & FOOD PROD: BRA,3,null,null,null,null,
SCSC,424,SOIL CHEMISTRY,3,null,null,null,null,
SCSC,427,SPORT FIELD CONSTRUCTION,4,null,null,null,null,
SCSC,444,FORAGE ECOL AND MGMT,3,null,null,null,null,
SCSC,453,ESS WEED SYS ID MGMT AGRO,3,null,null,null,null,
SCSC,455,ENVIRON SOIL & WATER SCI,3,null,null,null,null,
SCSC,481,SENIOR SEMINAR,2,null,null,null,null,
