ccode,cnumber,description,
PHYS,601,"Analytical Mechanics. (3-0). Credit 3. Hamilton approaches to dynamics; canonical transformation and variational techniques; central force and rigid body motions; the mechanics of small oscillations and continuous systems. Prerequisites: PHYS 302 or equivalent; MATH 311 and MATH 412 or equivalents; concurrent registration in PHYS 615.",
PHYS,603,"Electromagnetic Theory. (3-0). Credit 3. Boundary-value problems in electrostatics; basic magnetostatics; multipoles; elementary treatment of ponderable media; Maxwells equations for time-varying fields; energy and momentum of electromagnetic field; Poyntings theorem; gauge transformations. Prerequisites: PHYS 304 or equivalents; PHYS 615.",
PHYS,606,"Quantum Mechanics. (3-0). Credit 3. Schrodinger wave equation, bound states of simple systems, collision theory, representation and expansion theory, matrix formulation, perturbation theory. Prerequisites: PHYS 412 or equivalent; MATH 311 and MATH 412 or equivalents; concurrent registration in PHYS 615.",
PHYS,607,"Statistical Mechanics. (3-0). Credit 3. Classical statistical mechanics, Maxwell-Boltzmann distribution, and equipartition theorem; quantum statistical mechanics, Bose-Einstein distribution and Fermi-Dirac distribution; applications such as polyatomic gases, blackbody radiation, free electron model for metals, Debye model of vibrations in solids, ideal quantum mechanical gases and Bose-Einstein condensation; if time permits, phase transitions and nonequilibrium statistical mechanics. Prerequisites: PHYS 408 and PHYS 412 or equivalents; PHYS 615.",
PHYS,617,"Physics of the Solid State. (3-0). Credit 3. Crystalline structure and symmetry operations; electronic properties in the free electron model with band effects included; lattice vibrations and phonons; thermal properties; additional topics selected by the instructor from: scattering of X-rays, electrons, and neutrons, electrical and thermal transport, magnetism, superconductivity, defects, semiconductor devices, dielectrics, optical properties. Prerequisites: PHYS 606 and PHYS 607.",
PHYS,619,"Modern Computational Physics. (3-0). Credit 3. Modern computational methods with emphasis on simulation such as molecular dynamics and Monte Carlo; applications to condensed matter and nuclear many-body physics and to lattice gauge theories. Prerequisites: PHYS 408 and PHYS 412 or equivalents; knowledge of any programming language.",
PHYS,641,"Extragalactic Astronomy. (3-0). Credit 3. Overview of observations of galaxies and large-scale structures in the Universe to understand their formation and evolution from theoretical and observational perspectives; galaxy luminosity functions; evolution of stellar populations and chemical enrichment; clusters and AGN. Prerequisites: PHYS 601; or ASTR 314 and PHYS 302; or approval of instructor. Cross-listed with ASTR 601.",
PHYS,644,"Cosmology. (3-0). Credit 3. Basic principles of modern cosmology and particle physics; general relativity; cosmic inflation; Big Bang nucleosynthesis; expansion of the universe; cosmic microwave background; large-scale structure of the Universe; properties of particles; dark matter; dark energy. Prerequisites: PHYS 615 or equivalent; or approval of instructor. Cross-listed with ASTR 604.",
PHYS,648,"Quantum Optics and Laser Physics. (3-0). Credit 3. Line widths of spectral lines; laser spectroscopy; optical cooling; trapping of atoms and ions; coherence; pico- and femto-second spectroscopy; spectroscopic instrumentation. Prerequisite: Approval of instructor.",
PHYS,666,"Scientific Instrument Making. (2-2). Credit 3. Theory and techniques for designing and constructing advanced scientific instruments such as spectrometers, cryostats, vacuum systems, etc.; mechanical and electronic shop procedures utilizing the lathe and mill; welding and soldering; drafting and print reading; circuit design. Prerequisite: Approval of instructor.",
PHYS,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of physics. May be repeated for credit. Prerequisite: Approval of instructor.",
PHYS,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of physics. May be repeated for credit. Prerequisite: Approval of instructor.",
POSC,630,"Applied Animal Genomics. (3-0). Credit 3. Theory and application of genomics by livestock industries; consideration of genetic markers, gene mapping methods, genome analysis and emerging technologies such as microarrays, transgenesis, cloning and marker assisted selection; exposure to bioinformatic tools for genomics. Prerequisite: GENE 603 or approval of instructor. Cross-listed with ANSC 629 and GENE 629.",
PHSC,611,"Drug Delivery and Formulations. (4-0). Credit 4. Introduction to the challenges and concepts for the delivery of drugs through various routes; development of unique formulations specific for that route; consideration of material properties of the drugs and patient and disease conditions; unique anatomy and physiology for a route; drug substances and the variety of physiochemical properties and biopharmaceutical properties with respect to physiological solubility, permeability and disposition. Prerequisites: CHEM 120 or equivalent, MATH 147 or equivalent; BIOL 113 or equivalent; approval of instructor.",
PHSC,613,"Laboratory Rotations. (0-9). Credit 3. Development of introductory skills through hands-on training with the instruments used in pharmaceutical research; development of introductory skills through hands-on training on the formulation of hypothesis, designing of experiments, planning on experimental materials required and execution of experiments in selected professors’ laboratories; development of basics skills to formulate hypothesis, research methodology, data generation and analysis and conclusions of the experiments.",
PHSC,621,"Biostatistics. (3-0). Credit 3. Introduction to basic statistical concepts and analytical methods; familiarization with statistical approaches used in pharmaceutical research and development; understanding the principles and development of skills for clinical research design, pre-clinical studies and clinical trials; understanding bio-statistical need for the result interpretation, introduction to evaluation of the medical literature and assessment of research reports and proposals; research terminologies, study design, statistical testing of data, investigator’s responsibilities in the ethical considerations of research; fundamentals of data sets and the evaluation of statistical results by employing examples of the clinical application of statistics; introduction to the methods used to conduct research in significant areas of pharmacy practice.",
PHSC,689,"Special Topics in... Credit 1 to 4. Selected topics in an identified area of pharmaceutical sciences. May be repeated for credit. Prerequisites: Approval of instructor.",
PHSC,689,"Special Topics in... Credit 1 to 4. Selected topics in an identified area of pharmaceutical sciences. May be repeated for credit. Prerequisites: Approval of instructor.",
PHSC,689,"Special Topics in... Credit 1 to 4. Selected topics in an identified area of pharmaceutical sciences. May be repeated for credit. Prerequisites: Approval of instructor.",
PHSC,689,"Special Topics in... Credit 1 to 4. Selected topics in an identified area of pharmaceutical sciences. May be repeated for credit. Prerequisites: Approval of instructor.",
PHPM,617,"Quality and Process Improvement. (3-0). Credit 3. Overview of evolving health delivery system quality mechanisms and approaches for maximizing quality control in health care organizations; includes concepts and practices of quality assessment, control and improvement, and accreditation and outcome analysis in service delivery systems. Prerequisite: PHPM 602, PHEB 602, STAT 651, or STAT 652.",
PHSC,752,"Nanotechnology for Biomedical Applications. (3-0). Credit 3. Introduction to recent advances in the field of nanotechnology with a particular emphasis on its biomedical applications; in-depth study of the nanomaterials, their physics and chemistry, nanoparticle-based drug delivery systems, and major challenges associated with the nanoparticle-based drug delivery systems; overview of the nanoparticle-based imaging and diagnostic systems and their applications using several examples of nanomedicine to demonstrate the impact of the nanotechnology on the diagnosis, treatment and prevention of diseases. Prerequisites: PHSC 611.",
PHPM,614,"Strategic Planning and Marketing. (3-0). Credit 3. Introduction to strategic planning and management in health services organizations; processes and formats employed in strategic planning and marketing; elements of market assessment, environmental analysis and strategy development; case studies and practices. Prerequisite: PHPM 605 or PHPM 606, or concurrent enrollment.",
PHPM,619,"Organizational Theory. (3-0). Credit 3. The primary purpose of this course is to develop competency in application of several major organizational theories to health care systems.  During the semester, students will become familiar with central assumptions, predictions, and implications of the following theories: sociology of professions, culture and climate, social networks, agency and stewardship, resource dependence, institutional theory, and change implementation. Prerequisite: PHPM-PhD students.",
PHPM,623,"Health Care Financial Management I. (3-0). Credit 3. Overview of health financing and techniques for financial management in health service settings; examination of major sources of public and private health services funding. Prerequisite: Graduate classification or approval of instructor.",
PHPM,625,"Management Strategies and Principles for Public Health Organizations. (3-0). Credit 3. Designed to prepare for entry-level positions in public health organizations; exploration of planning, organizing, controlling, directing, staffing and decision making functions; includes discussions, in-class exercises and guest speakers pertaining to select topics. Prerequisites: Enrollment in Master of Public Health in Health Policy Management or approval of instructor.",
PHPM,631,"Health Information Management Systems. (3-0). Credit 3. Examination of computer-based information systems, architectures, and applications in the management of health services organizations; addresses systems designs, data management systems, data access and communications, and the implications of expanding technological capacities for information management systems. Prerequisite: PHPM 605 or PHPM 606, or approval of instructor.",
PHPM,633,"Health Law and Ethics. (3-0). Credit 3. Torts, contract law, corporate liability, malpractice, key federal and state regulations, and records management relative to health care; important health case law; ethical considerations as they relate to the law and management of health delivery systems. Prerequisite: PHPM 605 or PHPM 606.",
PHPM,636,"Project Management in Health Systems. (3-0). Credit 3. Focuses on project management within health systems; discusses various project management approaches, project management tools, communication approaches, risk management strategies, and best practices to successfully complete projects within public health organizations. Prerequisites: Enrollment in the MHA or MPH program.",
PHPM,637,"Political Foundations of Public Health. (3-0). Credit 3. Study of how the political process works; how the political process shapes health policy; identification of key theories of political science; evaluation of how current health policy impacts subsequent political debates.",
PHPM,638,"Global Health Systems: Design & Analysis. (3-0). Credit 3. Comprehension of the role of international organizations, state actors and civil society in global health; application of structured theoretical framework for evaluating, designing and reforming national health systems; development and analyses of goals and metrics for health system performance; financing, payment, organization, regulation and behavioral mechanisms in different countries. Prerequisite: Graduate classification.",
PHPM,639,"Global Health. (3-0). Credit 3. Globalization of health is evolving dramatically spurred on by the globalization of trade and commerce, migration of peoples, and advances in communication.  These changes are having a significant impact on health and health care.  Multiple diseases, as influenza, emerging in a local site but then are transmitted at a global or pandemic proportion with a few short weeks or months. International travel and the migration of populations across countries can lead to the introduction of diseases or conditions previously unheard of or noted in only small numbers.",
PHPM,640,"Health Policy and Politics. (3-0). Credit 3. Examination of concepts and tools for understanding the complexities and dynamics around health care policy in the U.S; analysis of key features of the current U.S. health care and political system; assessment of political and socio-economic concepts central to health policy debates; evaluation of pressing health policy problems.  Prerequisites: Graduate classification.",
PHPM,641,"Advanced Health Policy. (3-0). Credit 3. Examination of the process by which national health policy is made including the role of government, interest groups and the public, and how policy analysis and program evaluation can inform health policy but also be constrained by the politics of health.",
PHPM,654,"Health Insurance and Managed Care. (3-0). Credit 3. Overview of health insurance in the U.S., with emphasis on the private health insurance markets and managed care; demand for insurance, insurance underwriting and rate making; the role of employer-sponsored health insurance; the impact of managed care on hospitals and physician markets; health savings accounts and consumer-directed plans. Prerequisites: Graduate classification.",
PHPM,655,"Survey Design for Public Health Research and Practice. (3-0). Credit 3. Study of how to measure phenomena in public health; discussion of how to design surveys in public health; the identification of limitations of survey research; evaluation of how survey design can be applied to answer public health questions.",
PHPM,680,"Health Systems Leadership. (3-0). Credit 3. Integration of essential content presented in health policy and management curriculum by assessing issues confronted by health service organizations leaders and employing tools acquired in prior courses to address the issues. Prerequisites: Graduate classification; MHA or MPH program.",
PHPM,686,"Directed Research. Credit 1 to 3. Student research initiative not within the scope of a thesis or dissertation. May be repeated for credit. Prerequisite: Approval of students academic advisor.",
PHPM,791,"Doctoral Capstone. Credit 1 to 23. Doctoral dissertation or equivalent project(s). May be repeated for credit. Must be taken on a satisfactory/unsatisfactory basis. Prerequisite: Graduate classification; School of Public Health major.",
PHLT,266,"First Generation Scholars II. (1-0). Credit 1. First year experience; coverage of a range of topics for success inside and outside of the college classroom such as, self-efficacy, self-awareness, sense of purpose, active engagement in and out the classroom and social integration. Prerequisite: Approval of instructor; freshman classification; PHLT majors only.",
PHLT,301,"Public Health Concepts. (1-0). Credit 1. Familiarization with public health including aspects such as different disciplines within the profession; local, national and international agencies that have interest in public health and public health code of ethics.",
PHLT,302,"Foundations of Public Health. (3-0). Credit 3. History, philosophy, development and careers of public health; core values, ethics, concepts, functions and essential services of public health; population health and health improvement. Prerequisites: Public health major or minor, junior or senior classification, or approval of instructor.",
PHLT,303,"Social Context of Population Health. (3-0). Credit 3. Exploration of social determinants of population health and the socio-cultural roots of health improvement; socio-economic, behavioral and other factors that impact human health and contribute to health improvement and health disparities. Prerequisites: Public health major or minor; junior or senior classification.",
PHLT,303,"Social Context of Population Health. (3-0). Credit 3. Exploration of social determinants of population health and the socio-cultural roots of health improvement; socio-economic, behavioral and other factors that impact human health and contribute to health improvement and health disparities. Prerequisites: Public health major or minor; junior or senior classification.",
PHLT,304,"Biological Basis of Public Health Diseases & Disorders. (3-0). Credit 3. Overview of the underlying science of human health and disease, considering biological mechanisms in the individual and in populations; topics include a broad set of categories of adverse health events: infectious and chronic diseases, exposure to pathogens and toxins, nutritional deficiencies, child and maternal health, biological bases of mental and behavioral health and addiction; examination of the interactions between biologic and sociocultural factors and the biology of epidemics; foundational understanding of opportunities to promote and protect health across the life course; application of disease knowledge in community and allied health professions. Prerequisites: Public health major; junior or senior classification.",
PHLT,304,"Biological Basis of Public Health Diseases & Disorders. (3-0). Credit 3. Overview of the underlying science of human health and disease, considering biological mechanisms in the individual and in populations; topics include a broad set of categories of adverse health events: infectious and chronic diseases, exposure to pathogens and toxins, nutritional deficiencies, child and maternal health, biological bases of mental and behavioral health and addiction; examination of the interactions between biologic and sociocultural factors and the biology of epidemics; foundational understanding of opportunities to promote and protect health across the life course; application of disease knowledge in community and allied health professions. Prerequisites: Public health major; junior or senior classification.",
PHLT,305,"Epidemiology in Public Health. (3-0). Credit 3. Principles of epidemiology, a systematic approach to collecting and evaluating information on distributions of health outcomes in populations; history of epidemiology, descriptive epidemiology, epidemiologic methods, association and causation, evidence-based public health and applications. Prerequisites: Public Health major or minor; junior or senior classification.",
PHLT,307,"Public Health in the Global Context. (3-0). Credit 3. Frameworks for understanding public health on a global scale; description of current and emerging global health priorities, such as emerging infectious diseases and chronic diseases; health systems reforms; cultural competence, human rights and ethics in global health; science and technological innovation for global health; global institutions and partnerships. Prerequisite: Public health major; junior or senior classification; or approval of instructor.",
PHLT,307,"Public Health in the Global Context. (3-0). Credit 3. Frameworks for understanding public health on a global scale; description of current and emerging global health priorities, such as emerging infectious diseases and chronic diseases; health systems reforms; cultural competence, human rights and ethics in global health; science and technological innovation for global health; global institutions and partnerships. Prerequisite: Public health major; junior or senior classification; or approval of instructor.",
PHLT,309,"Population Health Promotion. (3-0). Credit 3. Exploration of the application of social determinants of health to population health promotion; identification of socio-economic, behavioral, cultural, societal and political factors that influence population health promotion; utilization of a socio-ecological approach in health promotion to address major health-related needs and concerns of populations; use public health planning models, theories and methods for effective health promotion. Prerequisite: Public health major; junior or senior classification; or approval of instructor.",
PHLT,310,"Public Health Writing. (1-0). Credit 1. Strategies to become more familiar with types of writing required as public health students or public health professionals; strengthens and increases general writing skills; establishes a foundation for continued development in writing. Must be taken on a satisfactory/unsatisfactory basis. Prerequisites: Public health major; junior or senior classification; approval of instructor.",
PHLT,311,"Narrative Approach to Public Health. (1-0). Credit 1. Familiarization with the writing style required for public health; instruction in writing styles and narrative techniques to increase and strengthen writing abilities in public health disciplines such as environmental and occupational health, health promotion and community health sciences, health policy and management, epidemiology and biostatistics. Must be taken on a satisfactory/unsatisfactory basis. Prerequisites: Public health major; junior or senior classification; or approval of instructor.",
PHLT,313,"Health Care and Public Health System. (3-0). Credit 3. Two distinct systems – health care system: an individual and medical services model and the public health system: population level disease prevention and health education. Prerequisites: Public health major; junior or senior classification; or approval of instructor.",
PHLT,314,"Public Health Data Management and Assessment I. (2-0). Credit 2. Familiarization with using the CDC software Epi-Info for managing, analyzing and assessing population health data; focus on using Epi-Info to produce descriptive data reports including tables and graphs. Prerequisite: Public health major; junior or senior classification; or approval of instructor.",
PHLT,315,"Public Health Data Management and Assessment II. (2-0). Credit 2. Continuation of PHLT 314; familiarization with using the CDC software Epi-Info for managing, analyzing and assessing population health data; focus on using Epi-Info to generate inferential statistics such as confidence intervals and p-values. Prerequisite: Public health major; grade of C or better in PHLT 314.",
PHLT,316,"Public Health Data Management and Assessment. (3-0). Credit 3. Familiarization with descriptive statistics and with using the CDC software Epi-Info for managing, analyzing and assessing population health data; focus on using Epi-Info to produce descriptive data reports including tables and graphs; to analyze and assess data for decision making. Prerequisites: Public health major or minor; junior or senior classification.",
PHLT,330,"The Environment and Public Health. (3-0). Credit 3. Public health core knowledge address factors that pose risks and hazards in homes and workplaces; methods for defining environmental contamination; identifying contaminants, pathogens and toxins; assessing risks and causality; ameliorating hazards. Prerequisites: Public health major or minor; junior or senior classification.",
PHLT,331,"Occupational Safety and Health I. (3-0). Credit 3. Regulations and topics of relevance to occupational health professionals; includes legislation and regulations, workers’ compensation, accident investigation, industrial hygiene, ergonomics and fire prevention with an emphasis on the health professionals’ role. Prerequisites: Public health major; junior or senior classification; or approval of instructor.",
PHLT,333,"Accident Investigation. (3-0). Credit 3. Principles of accident investigation and how accidents happen in the workplace; integrates procedural, systematic, corrective and formative applications for the occupational health professional. Prerequisite: Public health major; junior or senior classification; or approval of instructor.",
PHLT,336,"Health Disparities and Diversity in Society. (3-0). Credit 3. Exploration of in-depth racial, ethnic, and cultural dimensions that underlie health and health disparities; emphasis on culture, social economic status and governmental policies as they influence the adaptation of health practices. Prerequisites: Junior or senior classification.",
PHLT,342,"Human Sexuality. (3-0). Credit 3. Many aspects of human sexuality; physiology and function of human reproductive system, factors involved in learning sex roles, biological and emotional motivations associated with the sexual aspects of life and their relationship to marriage and family planning. Prerequisites: Junior or senior classification. Cross-listed with HLTH 342.",
PHLT,354,"Medical Terminology for the Health Professions. (3-0). Credit 3.  Designed for students interested in pursuing a career in a health, medical, scientific or other helping profession; develop medical word power skills combined with related health and disease knowledge. Prerequisite: Junior or senior classification. Cross-listed with HLTH 354.",
PHLT,360,"Womens Health. (3-0). Credit 3. A broad range of health issues that are either unique to women or of special importance to women; information for the health consumer; preparation as an advocate of healthy lifestyles; awareness of the role health plays in the life of all women. Prerequisites: Junior or senior classification. Cross-listed with HLTH 334 and WGST 334.",
PHLT,363,"Spirituality and Health. (3-0). Credit 3. Exploration of the relationship between spirituality, religion, health, health education and spiritual health; identification of techniques to measure spiritual health/wellness and enlighten healthcare professionals to the role spiritual health plays in healing; identification of spirituality topics important to health care professionals. Prerequisites: Junior or senior classification; School of Public Health majors. Cross-listed with HLTH 333.",
PHLT,370,"Broad Street Learning Community II. (3-0). Credit 3. International perspectives on public health and healthcare, comparative historical, political and cultural effects on public health; second course in the Broad Street Learning Community sequence. Prerequisites: Grade of B or better in PHLT 270.",
PHLT,410,"Public Health Communication. (3-0). Credit 3. Exploration of different communication approaches for addressing public health challenges; basic concepts of public health-specific communication, including risk communication, the use of mass media and evaluation of public health communication programs. Prerequisites: PHLT 310; public health major.",
PHLT,411,"Project Management in Public Health. (3-0). Credit 3. Exploration of successful project management and administration in public health settings; includes project development, budgeting and implementation. Prerequisites: Public health major; junior or senior classification; or approval of instructor.",
PHLT,412,"Health Advocacy and Policy. (3-0). Credit 3. Concepts of legal, ethical, economic and regulatory dimensions of public health policy; the roles, influences and responsibilities of the different agencies and branches of government; advocacy for the public’s health at all levels of society. Prerequisites: Grade of C or better in PHLT 313; public health major; junior or senior classification.",
PHLT,415,"Emergency Management in Public Health. (3-0). Credit 3. Principles and practices of emergency management at the local, state, national and international levels; explores stages of emergency management such as preparedness, response and recovery; includes population health and the basic processes, approaches and interventions; emergency management systems in the United States; actors in emergency management. Prerequisites: Public health major; junior or senior classification; or approval of instructor.",
PHLT,426,"The Business of Healthcare. (3-0). Credit 3. Preparation for contributing to the healthcare system by gaining an understanding of selected business of healthcare topics such as the role of healthcare in the economy, the cost of healthcare, the patient experience, technology and ethics. Prerequisites: Business and Public Health majors; junior or senior classification; approval of instructor. Cross-listed with MKTG 443.",
PHLT,434,"Project Cost Benefit and Economics. (3-0). Credit 3. Estimation and management of project costs; emphasis on improving accuracy of cost projection, making better modifications to cost on work in-progress. Prerequisites: Public health major; junior or senior classification; or approval of instructor.",
PHLT,441,"Strategies for Population Health Improvement. (3-0). Credit 3. The three core functions of public health and strategies for improving population health; case studies exploring multiple types of interventions; engagement in class discussion, break-out groups and group assignments. Prerequisites: Grade of C or better in PHLT 411; public health major; junior or senior classification.",
PHLT,445,"Applications of Public Health. (3-0). Credit 3. Combines knowledge and skills related to public health experience and coursework to address public health issues; process of developing, implementing and evaluating public health interventions; role assignment and responsibilities in group assignments and presentations. Prerequisites: Grade of C or better in PHLT 441; public health major; junior or senior classification.",
PHLT,445,"Applications of Public Health. (3-0). Credit 3. Combines knowledge and skills related to public health experience and coursework to address public health issues; process of developing, implementing and evaluating public health interventions; role assignment and responsibilities in group assignments and presentations. Prerequisites: Grade of C or better in PHLT 441; public health major; junior or senior classification.",
PHLT,489,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of public health. May be repeated for credit. Prerequisites: PHLT major; junior or senior classification or approval of instructor.",
PHIL,111,"(PHIL 2306) Contemporary Moral Issues. (3-0). Credit 3. Representative ethical positions and their application to contemporary social problems; also taught at Galveston campus.",
PHIL,205,"Technology and Human Values. (3-0). Credit 3. Interaction of personal and societal values with technology and mans self-image, the future and value change.",
PHIL,240,"(PHIL 2303) Introduction to Logic. (3-0). Credit 3. Introduction to formal methods of deductive and inductive logic including, but not limited to, truth-tables, formal deduction and probability theory; also taught at Galveston campus.",
PHIL,251,"(PHIL 1301) Introduction to Philosophy. (3-0). Credit 3. Perennial problems of philosophy such as the existence of God, the mind/body relationship, the limits of knowledge, the foundations of moral judgment, man and the state; also taught at Galveston campus.",
PHIL,282,"Ethics in a Digital Age. (3-0). Credit 3. Exploration of the intersection between ethical and social theories, principles, and values and the interconnected digital world; examination of the interplay between these domains for topics such as cybercrime, privacy, surveillance, security, intellectual property rights, artificial intelligence, cyber warfare, internet governance, computing professionalism, and cyber policy and law.",
PHIL,307,"Philosophy of the Social Sciences. (3-0). Credit 3. Nature and objectivity of the social sciences, their paradigms and patterns of explanation. Prerequisite: Junior or senior classification or approval of instructor.",
PHIL,315,"Military Ethics. (3-0). Credit 3. Major ethical issues in modern military practice: ethics of leadership, just war theory, killing of the innocent and the moral status of the rules of war.",
PHIL,330,"Philosophy of Art. (3-0). Credit 3. Theories of artistic creation and aesthetic response as exemplified in art forms such as painting, music, poetry, architecture, dance, theater, sculpture and motion pictures.",
PHIL,332,"Social and Political Philosophy. (3-0). Credit 3. Metaphysical commitments and political theory, the nature and proper ends of the state, freedom, equality, authority, and justice, considering such writers as Plato, Aristotle, Machiavelli, Locke, Rousseau, Marx, Dewey. Prerequisite: Junior or senior classification or approval of instructor.",
PHIL,334,"Philosophy of Law. (3-0). Credit 3. Traditional legal issues such as definitions of law, relationship between law and morality, and punishment considered from a legal perspective. Prerequisite: Junior or senior classification or approval of instructor.",
PHIL,336,"Advanced Topics in Philosophy of Law. (3-0). Credit 3. Focused study of a specific topic in philosophy of law; critical engagement with conceptual and normative questions; sample topics include First Amendment debates, professional ethics in law, legal restriction of immigration, environmental law and privacy. May be taken three times for credit.  Prerequisites: Junior or senior classification, or approval of instructor.",
PHIL,351,"Theory of Knowledge. (3-0). Credit 3. Major topics in epistemology such as the problem of induction, perception theory, memory and the problem of other minds. Prerequisites: Junior or senior classification or approval of instructor.",
PHIL,352,"Africana Philosophy. (3-0). Credit 3. Presentation of the seminal ideas of several influential Africana thinkers; recovery of the neglected traditions in which these thinkers locate themselves. Prerequisite: Junior or senior classification or approval of instructor. Cross-listed with AFST 352.",
PHIL,376,"Philosophy, Film and Evil. (3-0). Credit 3. Application of philosophical methods and analyses to the medium of film; survey of various depictions and treatments of evil within the genre of science fiction; investigation of depictions and treatments of evil arising from consideration of human encounters with alien others. Prerequisite: Junior or senior classification or approval of instructor. Cross-listed with FILM 376.",
PHIL,411,"Medieval Philosophy. (3-0). Credit 3. Major philosophers from the early Christian centuries through the 14th century, emphasizing such writers as Augustine, Aquinas, Duns Scotus and William of Ockham. Prerequisite: Junior or senior classification or approval of instructor.",
PHIL,412,"Seventeenth-Century Philosophy. (3-0). Credit 3. Significant seventeenth-century texts in metaphysics, epistemology, moral psychology, and political philosophy; authors such as Descartes, Hobbes, Spinoza, Leibniz, and Locke. Prerequisite: Junior or senior classification or approval of instructor.",
PHIL,414,"Nineteenth Century Philosophy. (3-0). Credit 3. Contributions of such philosophers as Hegel, Marx, Kierkegaard, Nietzsche, Husserl, Mill and Bradley. Prerequisite: Junior or senior classification or approval of instructor.",
PHIL,419,"Current Continental Philosophy. (3-0). Credit 3. Major thinkers concerned with postmodern topics in hermeneutics, poststructuralism, critical theory, deconstructionism, contemporary Marxist strategies, semiotics and feminist theory. Prerequisite: Junior classification or approval of instructor.",
PHIL,482,"Ethics and Engineering. (2-2). Credit 3. Development of techniques of moral analysis and their application to ethical problems encountered by engineers, such as professional employee rights and whistle blowing; environmental issues; ethical aspects of safety, risk and liability and conflicts of interest; emphasis on developing the capacity for independent ethical analysis of real and hypothetical cases. Prerequisite: Junior classification.",
PHIL,641,"Mathematical Logic I. (3-0). Credit 3. The metatheory of propositional and first-order logic. Prerequisite: Graduate classification or approval of instructor.",
PHIL,661,"Seminar in the History of Philosophy. (3-0). Credit 3.  Intensive study of a current issue in the history of philosophy. May be repeated for credit with variation in topic. Prerequisite: Approval of instructor.",
PHIL,662,"Seminar in Ethics and Value Theory. (3-0). Credit 3. Intensive study of current issue in ethics, ethical theory, applied ethics, aesthetics, or the work of particular philosophers in one of these areas. May be repeated for credit with variation in topic. Prerequisite: Approval of instructor.",
PHIL,682,"Philosophical Authors. (3-0). Credit 3. Intensive study of works of an individual important philosopher, their historical context, and criticisms and interpretations of them. May be repeated for credit with different authors. Prerequisites: Appropriate background in history of philosophy and approval of instructor.",
PHEO,612,"Global Environmental Health. (3-0). Credit 3. Review of the globalization and transformation of local problems into international issues; environmental problems that developing and underdeveloped countries face due to overpopulation, lack of natural resources and lack of proper ways or technologies to dispose of hazardous wastes. Prerequisite: Graduate classification.",
PHEO,630,"Environmental/Occupational Diseases. (3-0). Credit 3. Identification, evaluation and quantification of risk factors for environmental and occupational diseases, using classic and current examples of exposures involving chemical, physical and biologic agents; selection of appropriate design and groups; exposure assessment, including biomarkers and molecular dosimetry; genetics, gender, age, socioeconomic and other factors affecting susceptibility. May be taken two times for credit. Prerequisite: College-level mathematics.",
PHEO,639,"Hazardous Materials Management and Compliance. (3-0). Credit 3. Types of hazardous materials; system of environmental laws governing management of hazardous materials as well as contaminants in air, water and solid waste; appropriate management and regulatory compliance; hazardous materials spills and response; hazard communication and right-to-know regulations; hazard communication benchmarking and performance criteria.",
PHEO,640,"Industrial Hygiene. (3-0). Credit 3. Considers methods to measure and reduce workplace hazards; evaluation of engineering controls and personal protective equipment; includes potential chemical, physical, ergonomic and biological exposures. Review of major legislation affecting workplace environment. Prerequi",
PHEO,645,"Health and Safety at Hazardous Waste Sites. (3-0). Credit 3. Course covers OSHA compliance issues related to the protection of personnel engaged in on-site remediation activities. Students who satisfactorily complete the course meet the requirements for initial training under 20 CFR 1910.120 (HAZWOPER) and receive a certificate. Hands-on activities/workshops in the areas of personal protective equipment selection and use, sources of chemical information, decontamination procedures, air monitoring equipment, materials handling, and health and safety planning. Lab fee required.",
PHEO,650,"Risk Assessment I. (3-0). Credit 3. Introduction to the general methodology of Quantitative Risk Assessment; introduction to methods of modeling exposure and selection of toxicity values, as well as risk characterization; utilization of case studies to learn the general methods of risk assessment; reviews the importance of and methods for risk communication and management. May be taken two times for credit.
Prerequisite: Graduate classification.",
PHEO,655,"Human Factors. (3-0). Credit 3. Basic understanding of the theory and practice of human factors as well as application of these to an industry project; topics presented within the framework of humans being part of a functioning systems.",
PHEO,679,"Ergonomics of the Upper Extremities. (3-0). Credit 3. Fundamental topics upon which models for the prevention and control of distal upper extremity disorders are constructed. Focus is on topics including human anatomy, neurophysiology, electrophysiology and worker capacity evaluation.",
PHEO,682,"Industrial and System Safety. (3-0). Credit 3. Course covers general concepts and techniques of safety upon which more detailed and advanced applications may be based. In addition, concepts will include current system safety analysis techniques, failure mode and effect and fault tree analysis, as well as economic analysis for presentation of alternative solutions for problem solving.  Prerequisite: Approval of instructor.",
PHEO,684,"Practicum. Credit 1 to 15. Field placement experience in which students work closely with a departmental faculty member and appropriate field professional(s), applying skills and techniques acquired through course work. May be repeated for credit. Must be taken on a satisfactory/unsatisfactory basis. Prerequisite: Approval of academic advisor.",
PHEB,603,"Biostatistics II. (3-0). Credit 3. A second course in biostatistical methods that emphasizes linear models and designed experiments.  Designed for student wishing a deeper understanding of topics introduced in PHEB 602. Prerequisite: PHEB 602.",
