ccode,cnumber,description,
AGCJ,405,"Design and Publication in Agriculture and Life Sciences. (3-0). Credit 3. Examination of how to design, publish, and disseminate a print magazine; includes writing a journalism feature story for the print publication; designing and selling advertising for the publication. May be taken two times for credit. Prerequisite: Grade of C or better in AGCJ 312 and AGCJ 313.",
AGCJ,408,"Advertising Copy and Design in Agriculture and Life Sciences. (2-2). Credit 3. Examination of creative aspects of advertising strategy, copywriting, typography and design in a variety of visual media; topics include learning to make and evaluate advertising. Prerequisites: Grade of C or better in AGCJ 313.",
AGCJ,481,"Seminar. Credit 3. Identification of communication-related issues; examination of the effects of media on the dissemination of scientific information and consumers behavioral change; write, design, create and distribute communications products; exposure to work in teams.
Prerequisites: Grade of C or better in AGCJ 314; senior classification.",
AGCJ,494,"Internship.  Credit 1 to 6. Supervised internship and independent study related to the students professional interest. Prerequisites: Junior or senior classification; approval of department advisor.",
AGCJ,494,"Internship.  Credit 1 to 6. Supervised internship and independent study related to the students professional interest. Prerequisites: Junior or senior classification; approval of department advisor.",
AGEC,105,"(AGRI 2317) Introduction to Agricultural Economics. (3-0). Credit 3. Characteristics of our economic system and basic economic concepts; survey of the farm and ranch firm and its organization and management; structure and operation of the marketing system; functional and institutional aspects of agricultural finance; government farm programs.",
AGEC,117,"Critical Thinking and Decision Making in Agricultural Economics. Credit 1. An introductory seminar in the Department of Agricultural Economics; emphasis on resources and opportunities available in the department; awareness and understanding of professional development; emphasis on writing as a critical communication skill.  Prerequisite: AGEC 105, ECON 203, or grade of C or better in ECON 202; ENGL 103 or ENGL 104; Agricultural Economics and Agribusiness majors.",
AGEC,216,"Fundamentals of the AgriFood Sales Industry. (1-0). Credit 1. Fundamentals of professional business to business sales in AgriFood firms; opportunities to interact with successful salespeople in AgriFood firms; focus on career development, exploration of undergraduate internships in professional sales and identification of basic sales theories currently in use in AgriFood firms; learning to network extensively with AgriFood industry professionals and developing a mentor relationship.",
AGEC,217,"Fundamentals of Agricultural Economics Analysis. (2-2). Credit 3. Relates contemporary agribusiness issues to economic and financial management, illustrating their integration toward pragmatic applications in the agricultural industry; lab focuses on the integration of mathematics and economics with computer skills directed toward spreadsheets, databases, web pages, and communications software. Prerequisites: Grade of C or better in AGEC 105; grade of C or better in AGEC 117 or concurrent enrollment; grade of C or better in MATH 141 or MATH 168 or MATH 140; grade of C or better in MATH 142; sophomore or junior agricultural economics or agribusiness majors; or approval of department head.",
AGEC,223,"Establishing Agribusiness Entrepreneurship Networks I. (1-0). Credit 1.  Introduction to successful entrepreneurs and other professionals, identifying suggested strategies and tactics in starting and sustaining viable rural and metropolitan business ventures; emphasis on importance of and how to develop relationships with a broad spectrum of mentors. Prerequisite: Freshman or sophomore classification.",
AGEC,223,"Establishing Agribusiness Entrepreneurship Networks I. (1-0). Credit 1.  Introduction to successful entrepreneurs and other professionals, identifying suggested strategies and tactics in starting and sustaining viable rural and metropolitan business ventures; emphasis on importance of and how to develop relationships with a broad spectrum of mentors. Prerequisite: Freshman or sophomore classification.",
AGEC,285,"Directed Studies. Credit 0 to 4. Directed study of selected problems in agricultural economics. Prerequisite: AGEC 105 or concurrent enrollment; freshman or sophomore classification in agricultural economics, agribusiness, or approval of instructor and department head; 2.5 GPR in major, overall, and CBK courses, if applicable; see an academic advisor in Room 214 AGLS.",
AGEC,314,"Marketing Agricultural and Food Products. (3-0). Credit 3. Operations involved in movement of agricultural commodities from farmer to consumer via several intermediaries; functions involve buying, selling, transportation, storage, financing, grading, pricing and risk bearing; agricultural supply chain or value chain is studied in detail; marketing aspects of commodities and differentiated goods.Prerequisites: AGEC 105 or 3 hours of economics; and junior or senior classification.",
AGEC,315,"Food and Agricultural Sales. (3-0). Credit 3. Principles of professional sales techniques used in food and agricultural firms; develop a professional sales presentation; study current agribusiness industry professional salespersons. Prerequisite: Junior or senior classification.",
AGEC,316,"Building Customer Relationships in AgriFood Selling. (3-0). Credit 3. Use of emotional intelligence factors in developing business-to-business customer relationships for AgriFood, real estate, finance and other industrial products and services; developing customer relationships with regard to the unique aspects of technical products and services in these industries. Prerequisite: Grade of C or better in AGEC 315; junior or senior classification; approval of instructor.",
AGEC,317,"Economic Analysis for Agribusiness Management. (3-0). Credit 3. Quantitative methods used to address managerial problems, specifically calculus-based optimization, marginal analysis, elasticities, statistical and forecasting techniques, linear programming, and risk analysis; emphasis on theoretical aspects and applied analysis of managerial problems faced by agricultural firms. Prerequisites: AGEC 217; ECON 323; BUSN 203 for agribusiness majors or STAT 301, 302, or 303 for agricultural economics majors; junior or senior classification; agricultural economics, agribusiness majors only; or approval of department head.",
AGEC,317,"Economic Analysis for Agribusiness Management. (3-0). Credit 3. Quantitative methods used to address managerial problems, specifically calculus-based optimization, marginal analysis, elasticities, statistical and forecasting techniques, linear programming, and risk analysis; emphasis on theoretical aspects and applied analysis of managerial problems faced by agricultural firms. Prerequisites: AGEC 217; ECON 323; BUSN 203 for agribusiness majors or STAT 301, 302, or 303 for agricultural economics majors; junior or senior classification; agricultural economics, agribusiness majors only; or approval of department head.",
AGEC,324,"Agribusiness Entrepreneurship – Budgeting. (2-2). Credit 3. Case study approach to demonstrate a process for evaluating the economic feasibility of a single-enterprise rural or metropolitan business venture; relevant production, marketing and financing costs, in combination with capital ownership and overhead costs; computer spreadsheets including attention to deterministic sensitivity analyses; computer capabilities are essential. Prerequisites: Grade of C or better in AGEC 105 or ECON 202; grade of C or better in ACCT 209 or ACCT 229; junior or senior classification or approval of instructor.",
AGEC,324,"Agribusiness Entrepreneurship – Budgeting. (2-2). Credit 3. Case study approach to demonstrate a process for evaluating the economic feasibility of a single-enterprise rural or metropolitan business venture; relevant production, marketing and financing costs, in combination with capital ownership and overhead costs; computer spreadsheets including attention to deterministic sensitivity analyses; computer capabilities are essential. Prerequisites: Grade of C or better in AGEC 105 or ECON 202; grade of C or better in ACCT 209 or ACCT 229; junior or senior classification or approval of instructor.",
AGEC,324,"Agribusiness Entrepreneurship – Budgeting. (2-2). Credit 3. Case study approach to demonstrate a process for evaluating the economic feasibility of a single-enterprise rural or metropolitan business venture; relevant production, marketing and financing costs, in combination with capital ownership and overhead costs; computer spreadsheets including attention to deterministic sensitivity analyses; computer capabilities are essential. Prerequisites: Grade of C or better in AGEC 105 or ECON 202; grade of C or better in ACCT 209 or ACCT 229; junior or senior classification or approval of instructor.",
AGEC,325,"Principles of Farm and Ranch Management. (2-2). Credit 3. Agribusiness managerial decision making and analysis in different market environments; emphasis is on profit maximization; lab focuses on using computerized methods for evaluating management alternatives for farming and ranching problem situations. Prerequisites: AGEC 105 or ECON 202; junior or senior classification; knowledge of Excel.",
AGEC,330,"Financial Management in Agriculture. (3-0). Credit 3. Principles of financial management of farms, ranches, and other agribusiness firms; financial statements, financial statement analysis, time value of money, investment analysis, firm growth, risk management, credit analysis and best business management practices. Prerequisites: AGEC 105 or 3 hours of economics; ACCT 209 or ACCT 229; and junior or senior classification.",
AGEC,340,"Agribusiness Management. (3-0). Credit 3. Survey of management practices using case studies to evaluate management issues in agribusiness firms in the context of the four functions of management such as planning, organizing, leading and controlling; emphasis on best practices throughout the food marketing chain; examination of how businesses and business executives succeed; application of previously learned knowledge in making business decisions similar to those encountered in professional careers. Prerequisites: AGEC 105 or 3 hours of economics; and junior or senior classification.",
AGEC,340,"Agribusiness Management. (3-0). Credit 3. Survey of management practices using case studies to evaluate management issues in agribusiness firms in the context of the four functions of management such as planning, organizing, leading and controlling; emphasis on best practices throughout the food marketing chain; examination of how businesses and business executives succeed; application of previously learned knowledge in making business decisions similar to those encountered in professional careers. Prerequisites: AGEC 105 or 3 hours of economics; and junior or senior classification.",
AGEC,344,"Food and Agricultural Law. (3-0). Credit 3. Legal principles relevant to the farm family and business; characteristics of legal decisions and rules on property rights, and fencing laws; analysis of global, national, state, and local legal issues in contracts, torts, water, pollution, and natural resources. Prerequisite: Junior or senior classification.",
AGEC,350,"Environmental and Natural Resource Economics. (3-0). Credit 3. Inspection of issues such as environmental degradation, population growth, recycling, water use and depletion, natural habitat protection, water and air pollution, acid deposition, fishery management, and global warming using economically derived principles and tools. Prerequisite: Junior or senior classification.",
AGEC,350,"Environmental and Natural Resource Economics. (3-0). Credit 3. Inspection of issues such as environmental degradation, population growth, recycling, water use and depletion, natural habitat protection, water and air pollution, acid deposition, fishery management, and global warming using economically derived principles and tools. Prerequisite: Junior or senior classification.",
AGEC,414,"Agribusiness and Food Market Analysis. (3-0). Credit 3. Application of economic and marketing principles to contemporary food and agribusiness marketing; practical marketing management for agribusiness firms; market analysis; and marketing strategy and planning as related to the emerging trends in the global food and agribusiness sector of the economy. Prerequisites: AGEC 317; MKTG 321; and junior or senior agribusiness majors only.",
AGEC,415,"Food and Agribusiness Strategic Market Planning. Credit 0 to 3. Development of a market plan targeting the food and agribusiness market sector; market analysis; business propositions; action plans for executing the 4 Ps (Product, Price, Place, Promotion); monitoring and measurement. Prerequisites: AGEC 314 or MKTG 321 or MKTG 409; AGEC 315; junior or senior classification or approval of instructor.",
AGEC,416,"Sales Management and Advanced Techniques in Professional Technical Selling for AgriFood Firms. (3-0). Credit 3. Principles and practices of sales management in food and agricultural firms; focus on business-to-business selling situations, theoretical and practical information about sales management for AgriFood firms; application of principles. Prerequisites: Grade of C or better in AGEC 315.",
AGEC,420,"Food Security, Climate and Conflict. (3-0). Credit 3. Economic models of food production and consumption in conflict regimes; the micro-economics of violence; the dynamic relationships of climate and agricultural production; potential impacts of climate change on food and socio-political security; food security among insurgent groups; conflict resistant food systems; and the shifting relationships between poor and rich nations in relationship to climate, food and conflict. Prerequisites: AGEC 105 or ECON 202, junior or senior classification, or approval of instructor.
",
AGEC,422,"Land Economics. (3-0). Credit 3. Economic, institutional, and physical factors involved in the use and control of natural resources; includes elements of introductory land economics as a discipline, economic foundations of land economics, institutional influences on land use, and the effects of public policy on land use. Prerequisites: AGEC 105 or 3 hours economics; and junior or senior classification.",
AGEC,423,"Establishing Agribusiness Entrepreneurship Networks II. (1-0). Credit 1. Engagement opportunities with successful agri/metropolitan entrepreneurs and other professionals, focusing on strategies and tactics for starting and sustaining viable rural and metropolitan business ventures; emphasis on importance of, and how to, develop relationships with a broad spectrum of mentors. Prerequisites: Junior or senior classification or approval of instructor. May not enroll in AGEC 223 and AGEC 423 during the same semester.",
AGEC,425,"Agribusiness Entrepreneurship – Financial Analysis. (2-2). Credit 3. Strategic planning regarding rural and metropolitan business ventures; emphasis on processes for developing comprehensive economics and financial prospectuses, including enterprise budgets, risk management planning, cash flow budgeting, net worth statements, income budgets, reconciliation statements and shock analysis; mentoring exchanges with “real-world entrepreneurs, financial experts and other management personnel.  Prerequisites: AGEC 424; and junior or senior classification.",
AGEC,429,"Agricultural Policy. (3-0). Credit 3. Analysis of the causes, nature, and effects of government participation in agriculture; and interrelationship of the American agriculture and agribusiness sector with the political and economic system, public administration, and interest group representation. Prerequisites: AGEC 105, ECON 202 or ECON 203; ENGL 103 or ENGL 104; and junior or senior classification.",
AGEC,429,"Agricultural Policy. (3-0). Credit 3. Analysis of the causes, nature, and effects of government participation in agriculture; and interrelationship of the American agriculture and agribusiness sector with the political and economic system, public administration, and interest group representation. Prerequisites: AGEC 105, ECON 202 or ECON 203; ENGL 103 or ENGL 104; and junior or senior classification.",
AGEC,430,"Macroeconomics of Agriculture. (3-0). Credit 3.  Basic functioning of U.S. economy and relationship to agriculture; the differential effects of macroeconomic policy on disposable income, interest rates, unemployment, inflation and exchange rates; impact on agricultural commodity prices, farm input costs, net farm income, farmland values and key financial indicators. Prerequisites: AGEC 105 or 3 hours of economics; AGEC 317 or concurrent enrollment; AGEC 429; AGEC 330 or FINC 341 or FINC 409; and junior or senior classification.",
AGEC,430,"Macroeconomics of Agriculture. (3-0). Credit 3.  Basic functioning of U.S. economy and relationship to agriculture; the differential effects of macroeconomic policy on disposable income, interest rates, unemployment, inflation and exchange rates; impact on agricultural commodity prices, farm input costs, net farm income, farmland values and key financial indicators. Prerequisites: AGEC 105 or 3 hours of economics; AGEC 317 or concurrent enrollment; AGEC 429; AGEC 330 or FINC 341 or FINC 409; and junior or senior classification.",
AGEC,431,"Cases in Agribusiness Finance. (3-0). Credit 3. Financial management of agribusiness firms; advanced topics in financial statement analysis, liquidity management, investment analysis, and capital structure illustrated through examination of agribusiness cases. Prerequisites: AGEC 317; AGEC 340; FINC 341; and junior or senior agribusiness majors only.",
AGEC,432,"Rural Real Estate and Financial Analysis. (3-0). Credit 3. Advanced topics in investment analysis; financial intermediation in agriculture; real estate markets and market analysis; and appraisal valuation. Prerequisites: AGEC 317 (waived for nonmajors); AGEC 330 or FINC 341 or FINC 409; AGEC 422; and junior or senior classification.",
AGEC,434,"Rural Financial Markets and Financial Planning. (3-0). Credit 3. Organization, structure, conduct and regulation of lending institutions serving commercial agriculture and rural borrowers; borrower financial statement analysis, business forecasting, investment analysis and loan application process; lender credit application underwriting standards, credit scoring and loan decision making process; agricultural loan portfolio analysis. Prerequisites: ACCT 209 or ACCT 229; ACCT 210 or ACCT 230; AGEC 330 or FINC 341 or FINC 409; junior or senior classification.",
AGEC,440,"Agribusiness Strategic Analysis. (3-0). Credit 3. Strategic management and economic principles for the agribusiness system; problem recognition and applied managerial/economic decision making with related considerations in marketing, production, or finance for agribusiness firms. Prerequisites: AGEC 317; AGEC 340; MGMT 363; and junior or senior agribusiness majors only.",
AGEC,447,"Food and Agricultural Price Analysis. (3-0). Credit 3. Factors influencing the level of food and agricultural prices; price trends and seasonal variation; methods of forecasting demands and prices; and futures trading. Prerequisites: AGEC 314; AGEC 317; and junior or senior classification.",
AGEC,448,"Agricultural Commodity Futures. (3-0). Credit 3. Activities of commodity futures exchanges; the mechanics of trading futures contracts; the use of futures trading for hedging and forward pricing; and options, basis behavior, and hedging strategies for selected commodities. Prerequisites: AGEC 105 or 3 hours of economics; AGEC 314; AGEC 317 or concurrent enrollment; and junior or senior classification; or approval of department head.",
AGEC,453,"International Agribusiness Marketing. (3-0). Credit 3. Basic competencies in international marketing of agri-foods; and market entry, pricing, payment, finance, and promotion. Prerequisites: AGEC 105 or 3 hours of economics; and junior or senior classification.",
AGEC,481,"Ethics in Agribusiness and Agricultural Economics. (1-0). Credit 1. Examination of the principals of ethical business behavior; context created through assigned readings, guest speakers from various law enforcement branches and private industry; written reports about personal experiences relative to this context; attention given to establishing personal principles for an ethical business career. Prerequisites: AGEC 217; senior classification; agricultural economics or agribusiness majors only.",
AGEC,485,"Directed Studies. Credit 0 to 6. Special problems not covered by other courses. Content will depend upon problem studied. Prerequisite: See an advisor in Room 214 AGLS Building.",
AGEC,489,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of agricultural economics. May be repeated for credit. Prerequisite: Junior or senior classification.",
AGEC,489,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of agricultural economics. May be repeated for credit. Prerequisite: Junior or senior classification.",
AGEC,495,"International Agribusiness and Industry Practices. Credit 0 to 3. Exposure to agribusiness operations in a international cross-cultural context and production operations, marketing and distribution of agriculture products from around the world; quantitative methods used for engaging in critical thinking about issues confronting the agribusiness industry. Prerequisite: AGEC 105 and junior classification.",
AGEC,601,"Commodity Futures and Options Markets. (3-0). Credit 3. Price risk management using agricultural commodity futures and options markets, theories of hedging and formulation of optimal hedging strategies, applied hedging strategies evaluated with emphasis on options relative to futures. Prerequisites: One course in calculus and one course in statistics.",
AGEC,604,"Natural Resource Economics. (3-0). Credit 3. Critical evaluation of policies and procedures in natural resource development and use; identification of problems in resource development, the political-economic decision-making processes and analytical tools which can contribute to economic decisions. Prerequisite: ECON 323. Cross-listed with PSAA 663.",
AGEC,605,"Rural Real Estate Appraisal and Organization. (3-0). Credit 3. Concepts of property rights and their valuation; factors affecting the value of these rights are related to general economic theory to explain real estate market process; specific applications of appraisal techniques in valuing urban and rural real properties. Prerequisite: AGEC 422.",
AGEC,606,"Water Resource Economics. (3-0). Credit 3. Examination of economic concepts and tools contributing to the solution of water scarcity problems; development of working knowledge of water resource economics; policy options established and explored; analytical tools for performing policy and project assessment introduced and applied. Prerequisite: MATH 142.",
AGEC,607,"Research Methodology. (3-0). Credit 3. Scientific method in economic research: problem identification and selection, hypothesis testing, assumptions, model selection, data communication; evaluation of research studies and development of thesis prospectus or equivalent. Prerequisite: MS or PhD graduate classification.",
AGEC,622,"Agribusiness Analysis and Forecasting. (3-0). Credit 3. Design, construction, use and evaluation of simulation, forecasting and optimization models to solve applied problems confronting decision makers in agribusiness. Prerequisite: AGEC 621 or approval of instructor.",
AGEC,625,"Environment of Agribusiness. (3-0). Credit 3. Analysis of the economic, social, political, technological and legal forces that impact the way in which global agribusiness firms compete; emphasis on intensive case study analysis. Prerequisites: AGEC 619 and AGEC 621.",
AGEC,641,"Operations Research Methods in Agricultural Economics. (3-0). Credit 3. Theory and practice regarding the application of operations research tools to agricultural economics problem areas. Mainly concentrates on optimization approaches. Prerequisite: AGEC 622.",
AGEC,642,"Dynamic Optimization in Agricultural and Applied Economics. (3-0). Credit 3. Economics of problems of dynamic optimization, focusing on numerical and analytical methods; applications in a wide range of issues related to agricultural and applied economics are considered. Prerequisites: ECON 629 or approval of instructor.",
AGEC,662,"Applied Econometric Methods in Agriculture and Resources II. (3-0). Credit 3. Familiarization with theory and econometric techniques frequently used in applied microeconomic research with emphasis on specification, estimation, interpretation and evaluation of these models. Prerequisites: ECON 629 and AGEC 661.",
AGEC,676,"Frontiers in Applied Market Analysis. (3-0). Credit 3. Exploration of advanced topics in the field of applied market analysis; focus on, but will not be limited to, agricultural markets. May be taken two times for credit. Prerequisite: Graduate classification.",
AGEC,677,"Frontiers in Natural Resource and Environmental Economics. (3-0). Credit 3. Exploration of advanced topics in the field of natural resource and environmental economics. May be taken twice for credit. Prerequisite: Graduate classification.",
AGEC,684,"Professional Internship. Credit 1 to 3. Pre-professional experience within department guidelines conducted in the area of the students field of interest. Prerequisite: Graduate classification.",
AGEC,689,"Special Topics in... Credit 0 to 4. Selected topics in an identified area of agricultural economics. May be repeated for credit.",
AGLS,489,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of agricultural and life sciences.",
AGLS,492,"Cooperative Education in Agriculture. Credit 0 to 2. Educational work assignment by a student in the field of his or her career interest and course of study; supervision of the student by the cooperating employer and the instructor; a technical report, approved by the instructor, on a related subject area required. Prerequisite: AGLS 392.",
AGSC,302,"Teaching School-Based Agricultural Education & Clinical Professional Experience. (3-3). Credit 4. Foundations of school-based agricultural education (SBAE) teaching; an overview of preparing teachers for a changing world including knowledge of learners, subject matter and teaching within the context of agricultural science; clinical field experience for teaching agricultural science in public schools of Texas. Prerequisites: Junior or senior classification.",
AGSC,305,"Management of Supervised Agricultural Experiences. (3-0). Credit 3. Overview of supervised agricultural experiences (SAEs) and content that can be used in the secondary agricultural science program; engagement in SAE programs; management practices for SAE projects including record keeping and student reports. Prerequisite: Junior or senior classification.",
AGSC,373,"Managing Safety in the Agricultural Science Program. (2-2). Credit 3. Safety principles and procedures, methods of teaching and motivating students in agricultural mechanics; design for those preparing to teach agricultural science in Texas public schools. Prerequisite: Junior or senior classification; grade of C or better in AGSC 302.",
AGSC,383,"Teaching Agricultural Mechanics. (2-3). Credit 3. Methods of teaching and motivating students in agricultural mechanics; designed for students preparing to teach agricultural science in Texas public schools. Prerequisite: Grade of C or better in AGSC 302.",
AGSC,425,"Learner Centered Instruction in Agricultural Science. (3-0). Credit 3. Preparing curriculum materials for secondary agricultural science and adult education programs. Prerequisites: Grade of C or better in AGSC 402 and AGSC 405 and concurrent enrollment in AGSC 436, AGSC 481, and AGSC 484.",
AGSC,436,"Professional Teaching Internship in AGSC. (2-12). Credit 6. Planning for and teaching secondary agricultural science in selected high schools in Texas; includes 12 weeks of professional teaching experience under the guidance of a university supervisor and a cooperating teacher in the school. Prerequisites: Grade of C or better in AGSC 402 and AGSC 405 and concurrent enrollment in AGSC 425, AGSC 481, and AGSC 484.",
AGSC,484,"Field Experience. Credit 1 to 6 each semester. An on-the-job supervised experience program conducted in the area of the students specialization. Prerequisites: Grade of C or better in AGSC 402 and AGSC 405 and concurrent enrollment in AGSC 425, AGSC 436, and AGSC 481.",
AGSM,105,"The World Has a Drinking Problem - Global Water Scarcity. (3-0). Credit 3. Study of how drinking water maintains and improves human health, availability of fresh water throughout the world; includes how population changes, cultural influences, and political power affect quality, distribution and cost of water for children, rural communities and under-represented peoples.",
AGSM,201,"(AGRI 2301) Agricultural Energy and Power Systems. (2-2). Credit 3. A study of the types of power and energy sources used in agricultural equipment and systems; management considerations for selecting, operating and maintaining internal combustion engines, electric equipment and motors, and renewables as power sources.",
AGSM,301,"Systems Analysis in Agriculture. (3-0). Credit 3. Operations research and systems theory applied to management problems in food and agricultural industries; linear programming, queuing theory, simulation and critical path method; provides the knowledge and computer skills to better manage resources for the evolving agricultural industries. Prerequisites: Grade of C or better in MATH 140 or MATH 168 and MATH 142 or MATH 151.",
AGSM,310,"Agricultural Machinery Management. (2-2). Credit 3.  Selection of a matched complement of power units and machines for farming operations; consider constraints such as crops, season, weather, personnel and capital; apply systems techniques such as linear programming, optimization, queuing theory and inventory models; utilize available software programs and learn to develop electronic spreadsheets and other customized software. Prerequisites: AGSM 201; grade of C or better in AGSM 301 or concurrent enrollment; grade of C or better in PHYS 201 or PHYS 206.",
AGSM,315,"Food Process Engineering Technology. (2-2). Credit 3. Elementary mechanics, physical and thermal properties of food and processing materials, heat transfer, mass and energy balances, psychrometrics (properties of air), insulation. Prerequisites: Grade of C or better in PHYS 201 or PHYS 206, or approval of instructor. Cross-listed with FSTC 315.",
AGSM,325,"Agri-Industrial Applications of Electricity. (2-2). Credit 3. Elements of electric current generation and transmission, applications of electric heating, lighting and power, wiring, motors, energy rates, meter reading, safety rules and regulations. Prerequisite: AGSM 201; AGSM majors or minors only.",
AGSM,337,"Technology for Environmental and Natural Resource Engineering. (3-0). Credit 3. For the nonengineering student in the environmental and management sciences; concentrates on the application of technology for solving local environmental problems while considering global issues; reduction of water, air and hazardous waste pollutants; legislative issues and modeling. Prerequisites: Grade of C or better in MATH 140 or MATH 168 and MATH 142, or MATH 151 and MATH 152, or AGSM 301.",
AGSM,360,"Occupational Safety Management. (3-0). Credit 3. Safety considerations in the work environment, including safety mandates, safety mission, personal and business liability, fire, chemical, dust, machine noise, personal protective devices; design and implementation of safety programs. Prerequisite: Junior or senior classification.",
AGSM,440,"Management of Agricultural Systems II. (3-0). Credit 3. Management of agricultural systems through team solution of management problems posed by agribusiness managers, farmers, extension specialists and other industry consultants; application of management principles to give experience in solving realistic problems faced by agribusiness managers; critical evaluation of results by students, staff and consultants. Prerequisite: COMM 203; grade of C or better in AGSM 439; should be taken last spring semester prior to graduation.",
ALEC,350,"Global Agricultural Issues. (3-0). Credit 3. Review of global agricultural issues (products, environment, people, and culture) affecting international agricultural development; concepts and principles underlying the processes of teaching, research, and service opportunities in international agricultural development and education situations. Prerequisites: Junior or senior classification or approval of instructor.",
ALEC,370,"Principles of Positive Youth Development. Credit 0 or 3. Fundamental concepts of youth development practices, programs, organizations and services; development of a critical understanding of the changing views of adolescence and youth culture; overview of youth development theories and principles of positive youth development; aspects of youth development programs; developmental outcomes associated with participation in youth development programs. Prerequisite: Junior or senior classification.",
ALEC,371,"Skills and Techniques for Youth Development Professionals. Credit 0 or 3. Development of skills for effective activity leadership to meet the needs of diverse youth populations; focus on applying experiential learning approaches, multiple activity styles, the role of intentionality, specificity, and application in activity selection, activity sequencing, and activity debriefing. Prerequisite: Junior or senior classification.",
ALEC,377,"Camp Management and Administration. (3-0). Credit 3. Structure and organization, administration and leadership, and challenges and opportunities facing professionals interested in careers in residential camping for youth. Prerequisites: Junior or senior classification.",
ALEC,399,"High-Impact Experience. Credit 0. Participation in an approved high-impact learning practice; documentation and self-assessment of learning experience. Prerequisites: Junior or senior classification; or approval of instructor.",
ALEC,412,"Technology-Enhanced Instructional Design Strategies for Agriculture. (3-0). Credit 3. Techniques and applications of technology to enhance instruction of agricultural topics; instructional design principles, instructional strategies, technological tools; the design, development and delivery of technology-enhanced instruction for agriculture and the life sciences. Not intended for majors in education. Prerequisite: Junior or senior classification.",
ALEC,425,"Principles of Program Evaluation. (3-0). Credit 3. Evaluation principles applied to educational programs in agriculture and life science; basic understanding of skills in program evaluation processes, concepts, and theories; develop expertise needed to design and conduct evaluations of youth and adults in extension, community, and school-based programs. Prerequisite: Junior or senior classification.",
ALEC,460,"Applying International Development Theories in Agriculture. (2-2). Credit 3. Practical application of agricultural development theories (geographical, communal, societal, etc.) in real-world settings; high-impact learning, research skill development, international travel or participation in a service-learning project with an international organization. Prerequisites: Junior or senior classification or approval of instructor.",
ALEC,473,"Diversity, Equity, and Inclusion in Youth Development Organizations. (2-1). Credit 3. Understanding of youth diversity (e.g., ability and disability, socio-economic background, race, ethnicity, and cultural background, beliefs and religion, and gender characteristics); implementation of inclusive and equitable programming; development of cultural competencies. Prerequisites: Grade of C or better in ALEC 370.",
ALEC,485,"Directed Studies. Credit 0 to 4. Directed individual study of selected problems in international agriculture leadership, education and communications. Prerequisites: Junior or senior classification; approval of department advisor.",
ALEC,609,"Learning Organizations. (3-0). Credit 3. Theory of instruction to support education in social systems language and archetypes; systems thinking theory including mental models; mastery, team learning, concept models of human organizations. Prerequisites: Graduate classification.",
ALEC,610,"Principles of Adult Education. (3-0). Credit 3. Identification of basic principles motivating adults to learn. Procedures to implement these principles in bringing about changes in adult behavior. Prerequisite: Graduate classification.",
ALEC,612,"Advanced Instructional Design for Online Learning. (3-0). Credit 3. Emphasis on applying learning and teaching theory as the foundation for developing engaging online instruction; designed to pull together theory, concepts, and strategies for a broad understanding of the fundamentals of online learning from the conceptual stage to the development and delivery stages. Prerequisites: Graduate classification.",
ALEC,615,"Philosophy of Agricultural Education. (3-0). Credit 3. Historical and philosophical developments in education that brought about education in agriculture; ideas of individuals that culminated in agricultural education institutions and organizations. Prerequisite: Graduate Classification.",
ALEC,622,"Data Collection, Analysis, and Interpretation in Research in Agricultural Leadership, Education, and Communications. (3-0). Credit 3. Principles and techniques of data collection, analysis, and interpretation in agricultural leadership, education, and communications; interpretation and implications of finds/results in relation to current research; data analysis performed using statistical package software; collection, analysis, and interpretation to conform to published research in agricultural leadership, education, and communications. Prerequisite: Research methods and basic statistics courses; graduate classification.",
ALEC,625,"Program Evaluation and Organizational Accountability. (3-0). Credit 3. Examines the philosophy, methods, and issues of accountability and evaluation necessary to meet expectations of institutional mandates. Special emphasis on analytical tools and performance measures. Prerequisite: Graduate classification.",
ALEC,630,"Guidance and Counseling for Rural Youth. (3-0). Credit 3. Problems of youth with special attention given to rural youth; theories of vocational development reviewed and techniques and procedures developed to help youth make career choices. Prerequisite: Graduate classification.",
ALEC,631,"Development and Planning of Community Education Programs. (3-0). Credit 3. Focuses on the principles, theories, techniques, and applications for developing and planning educational program in a community setting; program development strategies, focusing educational programming in relation to issues identified citizens will be developed and enhanced in this course. Prerequisite: Graduate classification.",
ALEC,640,"Methods of Technological Change. (3-0). Credit 3. Dynamics of cultural change as theoretical framework for planned technological change; methods of planning and implementing change, its effects and how it can be predicted. Prerequisite: Graduate classification.",
ALEC,671,"Practice and Development of Effective Skills for Youth Development. (3-0). Credit 3. Development of skills and competencies needed to successfully manage paid and volunteer staff, design youth programs, address safety and risk management issues; build community support of public, non-profit, and for profit or commercial youth programs and agencies; history and scope of youth serving organizations; programming and staffing strategies; managing, mentoring and training staff; diverse approaches to program curriculum and design; behavior management and recognition of youth participants; youth protection; relevant laws and legal mandates; safety, health and wellness; youth advocacy and engagement; working with parents and community partners; and issues and innovations in youth development. Prerequisite: Graduate classification. Cross-listed with RPTS 671.",
