crn,sunday,monday,tuesday,wednesday,thursday,friday,saturdaym,start_time,end_time,start_date,end_date,location,meeting_type
54827,null,null,null,null,null,F,null,01:50 PM,05:10 PM,01/13/2025,05/06/2025,ARCA 400-22,Laboratory,
54827,null,M,null,W,null,null,null,02:41 PM,05:10 PM,01/13/2025,05/06/2025,ARCA 400-22,Laboratory,
55789,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,ARCA 400-22,Lecture,
55789,null,null,null,null,null,F,null,08:00 AM,11:20 AM,01/13/2025,05/06/2025,ARCA 400-22,Laboratory,
55789,null,M,null,W,null,null,null,08:51 AM,11:20 AM,01/13/2025,05/06/2025,ARCA 400-22,Laboratory,
55790,null,M,null,W,null,null,null,01:50 PM,02:40 PM,01/13/2025,05/06/2025,ARCA 400-23,Lecture,
55790,null,null,null,null,null,F,null,01:50 PM,05:10 PM,01/13/2025,05/06/2025,ARCA 400-23,Laboratory,
55790,null,M,null,W,null,null,null,02:41 PM,05:10 PM,01/13/2025,05/06/2025,ARCA 400-23,Laboratory,
39965,null,null,T,null,R,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,ARCA 323,Lecture,
39965,null,null,T,null,R,null,null,08:51 AM,10:00 AM,01/13/2025,05/06/2025,ARCA 323,Laboratory,
43388,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ARCA 303,Lecture,
14659,null,null,T,null,R,null,null,12:30 PM,01:20 PM,01/13/2025,05/06/2025,ARCC 105,Lecture,
14659,null,null,T,null,R,null,null,01:21 PM,02:10 PM,01/13/2025,05/06/2025,ARCC 105,Laboratory,
42499,null,null,T,null,R,null,null,03:55 PM,04:45 PM,01/13/2025,05/06/2025,SCTS 317,Lecture,
42499,null,null,T,null,R,null,null,04:46 PM,05:35 PM,01/13/2025,05/06/2025,SCTS 317,Laboratory,
18857,null,null,T,null,R,null,null,03:55 PM,05:10 PM,01/13/2025,05/06/2025,FRAN 102,Lecture,
30292,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,ARCC 305,Lecture,
43066,null,null,T,null,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,ARCA 348,Lecture,
43066,null,null,T,null,null,null,null,08:51 AM,10:05 AM,01/13/2025,05/06/2025,ARCA 348,Lecture,
43066,null,null,null,null,R,null,null,08:00 AM,10:05 AM,01/13/2025,05/06/2025,ARCA 348,Laboratory,
54874,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,ARCB 101,Lecture,
15272,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,ARCB 101,Lecture,
31764,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
50573,null,null,T,null,R,null,null,05:30 PM,06:45 PM,01/13/2025,05/06/2025,ARCB 101,Lecture,
43112,null,null,null,W,null,null,null,05:30 PM,08:00 PM,01/15/2025,02/12/2025,ARCC 111,Seminar,
43112,null,null,null,W,null,null,null,05:30 PM,08:00 PM,01/15/2025,02/12/2025,ARCC 111,Seminar,
43112,null,null,null,W,null,null,null,05:30 PM,08:00 PM,01/15/2025,02/12/2025,ARCC 111,Seminar,
43112,null,null,null,W,null,null,null,05:30 PM,08:00 PM,01/15/2025,02/12/2025,ARCC 111,Seminar,
43112,null,null,null,W,null,null,null,05:30 PM,08:00 PM,01/15/2025,02/12/2025,ARCC 111,Seminar,
43113,null,null,null,W,null,null,null,05:30 PM,08:00 PM,02/19/2025,03/26/2025,ARCC 111,Seminar,
43113,null,null,null,W,null,null,null,05:30 PM,08:00 PM,02/19/2025,03/26/2025,ARCC 111,Seminar,
43113,null,null,null,W,null,null,null,05:30 PM,08:00 PM,02/19/2025,03/26/2025,ARCC 111,Seminar,
43113,null,null,null,W,null,null,null,05:30 PM,08:00 PM,02/19/2025,03/26/2025,ARCC 111,Seminar,
43113,null,null,null,W,null,null,null,05:30 PM,08:00 PM,02/19/2025,03/26/2025,ARCC 111,Seminar,
43114,null,null,null,W,null,null,null,05:30 PM,08:00 PM,04/02/2025,04/28/2025,ARCC 111,Seminar,
42493,null,M,null,W,null,null,null,01:50 PM,02:40 PM,01/13/2025,05/06/2025,ILSQ W103,Lecture,
42493,null,null,null,null,null,F,null,01:50 PM,05:10 PM,01/13/2025,05/06/2025,ILSQ W103,Laboratory,
42493,null,M,null,W,null,null,null,02:41 PM,05:10 PM,01/13/2025,05/06/2025,ILSQ W103,Laboratory,
10197,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,ILSQ W103,Lecture,
10197,null,null,null,null,null,F,null,08:00 AM,11:20 AM,01/13/2025,05/06/2025,ILSQ W103,Laboratory,
10197,null,M,null,W,null,null,null,08:51 AM,11:20 AM,01/13/2025,05/06/2025,ILSQ W103,Laboratory,
10198,null,M,null,W,null,null,null,01:50 PM,02:40 PM,01/13/2025,05/06/2025,ILSQ W103,Lecture,
10198,null,null,null,null,null,F,null,01:50 PM,05:10 PM,01/13/2025,05/06/2025,ILSQ W103,Laboratory,
10198,null,M,null,W,null,null,null,02:41 PM,05:10 PM,01/13/2025,05/06/2025,ILSQ W103,Laboratory,
10199,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,ILSQ E111,Lecture,
10199,null,null,null,null,null,F,null,08:00 AM,11:20 AM,01/13/2025,05/06/2025,ILSQ E111,Laboratory,
10199,null,M,null,W,null,null,null,08:51 AM,11:20 AM,01/13/2025,05/06/2025,ILSQ E111,Laboratory,
10200,null,M,null,W,null,null,null,01:50 PM,02:40 PM,01/13/2025,05/06/2025,ILSQ E111,Lecture,
10200,null,null,null,null,null,F,null,01:50 PM,05:10 PM,01/13/2025,05/06/2025,ILSQ E111,Laboratory,
10200,null,M,null,W,null,null,null,02:41 PM,05:10 PM,01/13/2025,05/06/2025,ILSQ E111,Laboratory,
45206,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,ARCA 403,Lecture,
10201,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,ARCA 323,Lecture,
14135,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,ARCC 105,Lecture,
10202,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,ARCC 105,Lecture,
21153,null,null,null,null,null,F,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,ARCC 105,Seminar,
21155,null,M,null,null,null,null,null,05:45 PM,06:35 PM,01/13/2025,05/06/2025,ARCB 101,Seminar,
14058,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
37340,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
21157,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
10203,null,M,null,W,null,F,null,01:50 PM,02:40 PM,01/13/2025,05/06/2025,ARCA 400-21,Lecture,
10203,null,M,null,W,null,F,null,02:41 PM,05:50 PM,01/13/2025,05/06/2025,ARCA 400-21,Laboratory,
10205,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,ARCA 400-10,Lecture,
10205,null,null,null,null,null,F,null,08:00 AM,12:00 PM,01/13/2025,05/06/2025,ARCA 400-10,Laboratory,
10205,null,M,null,W,null,null,null,08:51 AM,12:00 PM,01/13/2025,05/06/2025,ARCA 400-10,Laboratory,
12604,null,M,null,W,null,null,null,01:50 PM,02:40 PM,01/13/2025,05/06/2025,ARCA 400-11,Lecture,
12604,null,null,null,null,null,F,null,01:50 PM,05:50 PM,01/13/2025,05/06/2025,ARCA 400-11,Laboratory,
12604,null,M,null,W,null,null,null,02:41 PM,05:50 PM,01/13/2025,05/06/2025,ARCA 400-11,Laboratory,
18859,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,ARCA 400-13,Lecture,
18859,null,null,null,null,null,F,null,08:00 AM,12:00 PM,01/13/2025,05/06/2025,ARCA 400-13,Laboratory,
18859,null,M,null,W,null,null,null,08:51 AM,12:00 PM,01/13/2025,05/06/2025,ARCA 400-13,Laboratory,
50812,null,M,null,W,null,null,null,01:50 PM,02:40 PM,01/13/2025,05/06/2025,ARCA 400-12,Lecture,
50812,null,null,null,null,null,F,null,01:50 PM,05:50 PM,01/13/2025,05/06/2025,ARCA 400-12,Laboratory,
50812,null,M,null,W,null,null,null,02:41 PM,05:50 PM,01/13/2025,05/06/2025,ARCA 400-12,Laboratory,
26548,null,M,null,W,null,null,null,01:50 PM,02:40 PM,01/13/2025,05/06/2025,ARCA 401-03,Lecture,
26548,null,null,null,null,null,F,null,01:50 PM,05:50 PM,01/13/2025,05/06/2025,ARCA 401-03,Laboratory,
26548,null,M,null,W,null,null,null,02:41 PM,05:50 PM,01/13/2025,05/06/2025,ARCA 401-03,Laboratory,
26549,null,M,null,W,null,null,null,01:50 PM,02:40 PM,01/13/2025,05/06/2025,ARCA 401-04,Lecture,
26549,null,null,null,null,null,F,null,01:50 PM,05:50 PM,01/13/2025,05/06/2025,ARCA 401-04,Laboratory,
26549,null,M,null,W,null,null,null,02:41 PM,05:50 PM,01/13/2025,05/06/2025,ARCA 401-04,Laboratory,
26550,null,M,null,W,null,null,null,01:50 PM,02:40 PM,01/13/2025,05/06/2025,ARCA 401-01,Lecture,
26550,null,null,null,null,null,F,null,01:50 PM,05:50 PM,01/13/2025,05/06/2025,ARCA 401-01,Laboratory,
26550,null,M,null,W,null,null,null,02:41 PM,05:50 PM,01/13/2025,05/06/2025,ARCA 401-01,Laboratory,
10206,null,null,T,null,R,null,null,09:35 AM,10:25 AM,01/13/2025,05/06/2025,ARCC 205,Lecture,
10206,null,null,T,null,R,null,null,10:26 AM,11:15 AM,01/13/2025,05/06/2025,ARCC 205,Laboratory,
10207,null,null,T,null,R,null,null,08:00 AM,09:15 AM,01/13/2025,05/06/2025,ARCC 305,Lecture,
15718,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,ARCA 346,Lecture,
54472,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,ARCA 402,Lecture,
43387,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,ARCA 323,Lecture,
15268,null,null,T,null,R,null,null,03:55 PM,04:45 PM,01/13/2025,05/06/2025,ARCA 402,Lecture,
15268,null,null,T,null,R,null,null,04:46 PM,06:05 PM,01/13/2025,05/06/2025,ARCA 402,Laboratory,
14133,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,ARCA 402,Lecture,
21161,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,ARCA 402,Lecture,
54145,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,ARCA 403,Lecture,
54146,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ARCA 403,Lecture,
37860,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ARCA 446,Seminar,
39233,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,ARCA 446,Seminar,
54147,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,ARCA 446,Seminar,
54148,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,ARCA 446,Seminar,
10210,null,null,null,null,R,null,null,05:30 PM,08:00 PM,01/13/2025,05/06/2025,ARCC 205,Lecture,
38789,null,null,T,null,R,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,ARCA 346,Lecture,
38789,null,null,T,null,R,null,null,08:51 AM,09:40 AM,01/13/2025,05/06/2025,ARCA 346,Laboratory,
10212,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,ARCA 303,Lecture,
54473,null,null,T,null,R,null,null,03:55 PM,05:10 PM,01/13/2025,05/06/2025,SCC 4.102B,Lecture,
19620,null,null,T,null,null,null,null,05:30 PM,08:00 PM,01/13/2025,05/06/2025,ARCA 403,Lecture,
25148,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,ARCA 323,Lecture,
10214,null,null,null,null,null,F,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,ARCC 105,Seminar,
45155,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
18179,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
18218,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
18541,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
18542,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
18607,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
20059,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
20227,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
20229,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
20231,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
20326,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
20347,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
20389,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
20403,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
40642,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
56700,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
22527,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
18164,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
20412,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
20446,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
56356,null,null,T,null,R,null,null,03:55 PM,05:10 PM,01/13/2025,05/06/2025,ARCC 205,Lecture,
40539,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
37206,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
18162,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
37208,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
37209,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13391,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
23118,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13392,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
18273,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
26134,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
40640,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
49017,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13393,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13394,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13395,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13396,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
18163,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
14599,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
15803,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
57037,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
57057,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
44774,null,null,null,W,null,null,null,10:20 AM,12:10 PM,01/13/2025,05/06/2025,ZACH 361,Lecture,
52829,null,null,null,W,null,null,null,01:50 PM,03:40 PM,01/13/2025,05/06/2025,ETB 1035,Lecture,
49104,null,null,T,null,null,null,null,03:55 PM,06:05 PM,01/13/2025,05/06/2025,ZACH 210,Lecture,
49104,null,null,null,null,null,F,null,08:00 AM,10:10 AM,01/13/2025,05/06/2025,ZACH 210,Laboratory,
55994,null,null,T,null,R,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,ZACH 210,Lecture,
55994,null,M,null,W,null,null,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,ZACH 210,Lecture,
38007,null,null,T,null,R,null,null,03:55 PM,05:10 PM,01/13/2025,05/06/2025,EABB 113,Lecture,
41495,null,M,null,W,null,F,null,01:50 PM,02:40 PM,01/13/2025,05/06/2025,HECC 204,Lecture,
40693,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
53373,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ZACH 160,Lecture,
53373,null,null,null,null,null,F,null,08:00 AM,11:00 AM,01/13/2025,05/06/2025,ZACH 345,Laboratory,
41398,null,null,T,null,R,null,null,08:00 AM,09:15 AM,01/13/2025,05/06/2025,ZACH 244,Lecture,
41398,null,null,null,null,null,F,null,11:30 AM,02:30 PM,01/13/2025,05/06/2025,ZACH 344,Laboratory,
53374,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,ZACH 361,Lecture,
54327,null,null,T,null,R,null,null,02:20 PM,03:10 PM,01/13/2025,05/06/2025,ZACH 315,Lecture,
54327,null,M,null,W,null,null,null,03:00 PM,03:50 PM,01/13/2025,05/06/2025,HECC 200,Lecture,
55813,null,M,null,W,null,F,null,11:30 AM,12:20 PM,01/13/2025,05/06/2025,ILCB 205,Lecture,
51844,null,null,null,W,null,null,null,03:00 PM,03:50 PM,01/13/2025,05/06/2025,HECC 209,Lecture,
51844,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Laboratory,
56424,null,null,null,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILSQ W204,Independent Study,
56425,null,null,null,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILSQ W204,Independent Study,
56426,null,null,null,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILSQ W203,Independent Study,
56427,null,null,null,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ILSQ W203,Independent Study,
56482,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
52270,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
50836,null,null,null,null,null,null,null,null,null,01/14/2025,02/11/2025,ONLINE,Lecture,
49224,null,M,null,W,null,null,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,LAAH 225,Lecture,
49224,null,M,null,W,null,null,null,10:01 AM,11:40 AM,01/13/2025,05/06/2025,LAAH 225,Laboratory,
45326,null,M,null,W,null,null,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,LAAH 242,Laboratory,
49222,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Laboratory,
49136,null,null,T,null,R,null,null,02:20 PM,03:10 PM,01/13/2025,05/06/2025,ILSQ W208,Lecture,
49136,null,null,T,null,R,null,null,03:11 PM,04:50 PM,01/13/2025,05/06/2025,ILSQ W208,Laboratory,
19470,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,CHEM 100,Lecture,
12606,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,CHEM 100,Lecture,
12607,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,CHEM 100,Lecture,
22526,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
26595,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
29088,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
19471,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,HECC 108,Lecture,
49760,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,HECC 108,Lecture,
14143,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,HECC 108,Lecture,
14144,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,HECC 108,Lecture,
49761,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,HECC 108,Lecture,
49762,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,HECC 108,Lecture,
18841,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
43993,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
50103,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
37698,null,null,T,null,R,null,null,02:20 PM,03:10 PM,01/13/2025,05/06/2025,LAAH 263,Lecture,
37698,null,null,T,null,R,null,null,03:11 PM,04:25 PM,01/13/2025,05/06/2025,LAAH 263,Laboratory,
53251,null,null,T,null,null,null,null,12:45 PM,01:35 PM,01/13/2025,05/06/2025,ILSQ W207,Lecture,
53251,null,null,null,null,R,null,null,12:45 PM,03:40 PM,01/13/2025,05/06/2025,ILSQ W207,Laboratory,
53251,null,null,T,null,null,null,null,01:36 PM,03:40 PM,01/13/2025,05/06/2025,ILSQ W207,Laboratory,
49137,null,M,null,W,null,null,null,03:00 PM,03:50 PM,01/13/2025,05/06/2025,ARCC 110,Lecture,
49137,null,M,null,W,null,null,null,03:51 PM,05:30 PM,01/13/2025,05/06/2025,ARCC 110,Laboratory,
57009,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Lecture,
57009,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Laboratory,
43531,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
43531,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Laboratory,
14142,null,null,T,null,R,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,ARCC 110,Lecture,
14142,null,null,T,null,R,null,null,08:51 AM,10:30 AM,01/13/2025,05/06/2025,ARCC 110,Laboratory,
53250,null,null,T,null,R,null,null,03:55 PM,04:45 PM,01/13/2025,05/06/2025,ARCC 400C,Lecture,
53250,null,null,T,null,R,null,null,04:46 PM,06:00 PM,01/13/2025,05/06/2025,ARCC 400C,Laboratory,
15247,null,null,T,null,R,null,null,02:20 PM,03:10 PM,01/13/2025,05/06/2025,ARCC 109A,Lecture,
15247,null,null,T,null,R,null,null,03:11 PM,04:50 PM,01/13/2025,05/06/2025,ARCC 109A,Laboratory,
57010,null,M,null,W,null,null,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,null,Lecture,
57010,null,M,null,W,null,null,null,10:01 AM,11:40 AM,01/13/2025,05/06/2025,null,Laboratory,
35724,null,M,null,W,null,null,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,ONLINE,Lecture,
35724,null,M,null,W,null,null,null,10:01 AM,11:40 AM,01/13/2025,05/06/2025,ONLINE,Laboratory,
56583,null,M,null,W,null,null,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,ONLINE,Lecture,
56583,null,M,null,W,null,null,null,10:01 AM,11:40 AM,01/13/2025,05/06/2025,ONLINE,Laboratory,
49139,null,null,T,null,null,null,null,02:20 PM,03:10 PM,01/13/2025,05/06/2025,ARCA 119,Lecture,
49139,null,null,null,null,R,null,null,02:20 PM,04:50 PM,01/13/2025,05/06/2025,ARCA 119,Laboratory,
49139,null,null,T,null,null,null,null,03:11 PM,04:50 PM,01/13/2025,05/06/2025,ARCA 119,Laboratory,
41196,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,LAAH 262,Lecture,
53544,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ONLINE,Lecture,
53546,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,ONLINE,Lecture,
21201,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,HECC 108,Lecture,
17668,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,HECC 108,Lecture,
17669,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,HECC 108,Lecture,
49753,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
28675,null,null,T,null,R,null,null,11:10 AM,12:00 PM,01/13/2025,05/06/2025,LAAH 225,Lecture,
28675,null,null,T,null,R,null,null,12:01 PM,01:40 PM,01/13/2025,05/06/2025,LAAH 225,Laboratory,
50241,null,M,null,W,null,null,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,ARCC 110,Lecture,
50241,null,M,null,W,null,null,null,10:01 AM,11:40 AM,01/13/2025,05/06/2025,ARCC 110,Laboratory,
22805,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
15159,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
22593,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
38757,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
38758,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,EVANS 202A,Independent Study,
38759,null,M,null,W,null,F,null,11:30 AM,12:20 PM,01/13/2025,05/06/2025,EVANS 202A,Independent Study,
38761,null,M,null,W,null,F,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,EVANS 202A,Independent Study,
38762,null,M,null,W,null,F,null,01:50 PM,02:40 PM,01/13/2025,05/06/2025,EVANS 202A,Independent Study,
52957,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,EVANS 202A,Independent Study,
55721,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,EVANS 202A,Independent Study,
55722,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,EVANS 202A,Independent Study,
55723,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,EVANS 202A,Independent Study,
50795,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,EVANS 204B,Independent Study,
50796,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,EVANS 204B,Independent Study,
50797,null,M,null,W,null,F,null,11:30 AM,12:20 PM,01/13/2025,05/06/2025,EVANS 204B,Lecture,
51568,null,M,null,W,null,F,null,01:50 PM,02:40 PM,01/13/2025,05/06/2025,EVANS 204B,Lecture,
51569,null,M,null,W,null,F,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,EVANS 204B,Independent Study,
55725,null,M,null,W,null,F,null,01:50 PM,02:40 PM,01/13/2025,05/06/2025,EVANS 204B,Independent Study,
56992,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,EVANS 204B,Independent Study,
56993,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,EVANS 204B,Independent Study,
56994,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,EVANS 204B,Independent Study,
50800,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
